,Artiste,Titre,Catégorie,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
334, Beyoncé JAY-Z,Crazy In Love (feat. Jay-Z),rnb,5IVuqXILoxVWvWEPm82Jxr,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,236133,4
338, Luniz Michael Marshall,I Got 5 On It,rnb,4IYKjN1DrYzxKXt0umJqsG,0.6,0.706,10,-7.899,0,0.361,0.209,0.0,0.125,0.58,173.926,253533,4
339, Aaliyah,Try Again,rnb,1kuZSCuFZh718pUEMhgfSs,0.783,0.58,6,-7.398,0,0.298,0.0817,0.0,0.0831,0.762,93.026,284360,4
343, Michael Jackson,You Rock My World,rnb,1Lhwn4PqeGpM4LTVUowW76,0.854,0.673,4,-3.132,0,0.185,0.038,0.000227,0.255,0.955,95.0,337733,4
344, Snoop Dogg Pharrell Williams,Drop It Like It's Hot,rnb,6HHytHLXLX8QfWTtGfFSvH,0.892,0.628,1,-3.832,1,0.216,0.169,0.0,0.102,0.676,92.063,266067,4
345, Mary Mary,Shackles (Praise You),rnb,5siee1e4lz8uF51OokjglA,0.79,0.68,7,-7.807,1,0.153,0.0313,0.0,0.194,0.813,100.442,196240,4
349, Mariah Carey JAY-Z,Heartbreaker (feat. Jay-Z),rnb,0jsANwwkkHyyeNyuTFq2XO,0.524,0.816,1,-5.872,1,0.37,0.383,0.0,0.349,0.789,200.031,285707,4
353, Amerie,1 Thing,rnb,6ZyNjT2hYvfV5PuW84dp1E,0.636,0.946,10,-4.683,0,0.332,0.115,3.75e-05,0.0416,0.891,125.085,238747,5
354, Mario,Let Me Love You,rnb,3ibKnFDaa3GhpPGlOUj7ff,0.656,0.578,7,-8.97,0,0.0922,0.235,0.0,0.118,0.556,94.514,256733,4
358, Ginuwine,Pony - Single Version,rnb,50bNVLLx2S3BjsWm5Npdk7,0.758,0.632,8,-7.618,0,0.096,0.00212,0.0511,0.123,0.968,142.029,252067,4
359, Toni Braxton,He Wasn't Man Enough,rnb,6hheXAlIc9Dh1ZcFaaZaeH,0.739,0.867,11,-6.926,0,0.0404,0.00855,5.82e-05,0.327,0.8,88.011,262173,4
360, Amerie Eve,1 Thing (feat. Eve) - Radio Version,rnb,40yXuiIXLwS0oodfwaDAmw,0.593,0.956,10,-4.001,0,0.32,0.0943,0.0,0.0267,0.865,126.422,215320,5
361, Ciara Missy Elliott,"1, 2 Step (feat. Missy Elliott) - Main",rnb,72vWmeqYcT1irKClpbenQm,0.939,0.498,5,-10.94,0,0.161,0.0444,0.00128,0.0475,0.801,113.053,202213,4
365, Joe G-Unit,Ride wit U (feat. G-Unit),rnb,28DDh8OK8Ls6dWEwz1Tm1A,0.796,0.604,2,-5.376,0,0.0702,0.0212,0.0,0.0439,0.722,101.981,251880,4
366, Ja Rule Jennifer Lopez,I'm Real - Murder Remix,rnb,5pfz1tSbgYZ1HuKvu7kA7J,0.685,0.652,11,-5.623,0,0.151,0.419,0.0,0.0838,0.625,83.515,252893,4
367, Craig David,7 Days,rnb,4DDzkbIwmJVAAo1yJmr5V1,0.622,0.823,4,-7.545,0,0.0512,0.216,0.0,0.0966,0.862,166.019,235213,4
368, Chris Brown,With You,rnb,1CdkNxTlkUWR4ZnXcKES3b,0.662,0.693,3,-4.298,1,0.0698,0.134,0.0,0.145,0.655,86.009,252120,4
369, Janet Jackson Q-Tip Joni Mitchell,Got 'Til It's Gone,rnb,6jUyYHDikmw9WltPojSR37,0.789,0.412,7,-7.518,1,0.243,0.0218,0.000312,0.3,0.518,89.914,241760,4
370, Snoop Dogg,Sexual Eruption - Album Version (Explicit) FINAL,rnb,5gHISrWamQR5jI2K51ISbA,0.764,0.819,11,-3.84,1,0.0781,0.00706,2.53e-06,0.0653,0.524,120.22,240307,4
371, Ja Rule Ashanti,Always On Time,rnb,6lWC7NxTRKgsrHLyydrfKN,0.835,0.675,5,-4.568,0,0.18,0.0979,0.0,0.611,0.807,96.717,242893,4
372, Craig David,Fill Me In,rnb,2YK9Ewy8tytkmKRrOZPjs8,0.686,0.742,8,-6.981,1,0.0389,0.418,0.00728,0.0871,0.858,132.495,231493,4
373, Craig David,Rendezvous,rnb,7o4i2Zi8CkTN4QaihIollL,0.606,0.537,2,-9.595,0,0.066,0.601,9.06e-06,0.112,0.873,79.832,277227,4
374, Craig David,Rewind,rnb,4XTRNLQ1tDBDBZQlxtDOZx,0.891,0.788,11,-8.295,0,0.143,0.12,0.00251,0.204,0.74,130.05,332707,4
375, Usher,U Got It Bad,rnb,18BTxVNW334PRABNH1Gh86,0.822,0.5,1,-4.687,1,0.0298,0.022,3.24e-06,0.0841,0.608,124.002,247840,4
376, Nelly,Country Grammar (Hot Shit),rnb,5pZrTiyyerSGHUJExDCOxZ,0.865,0.664,2,-6.822,1,0.108,0.00689,0.0,0.142,0.565,162.831,287000,4
377, Usher,Burn - Radio Mix,rnb,0QAOXodR9K0u5ntwxLFBCO,0.8,0.459,1,-7.143,1,0.115,0.319,0.0,0.117,0.707,119.944,231933,4
381, Nelly City Spud,Ride Wit Me,rnb,6R9bdvExOZiLrwmBkXsPGr,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,291782,4
382, Craig David,What's Your Flava? - Radio Edit,rnb,0f9XKYg2iQzS1qJzNceUGI,0.834,0.762,5,-6.525,0,0.117,0.066,0.0,0.306,0.896,108.095,213333,4
383, Ne-Yo,So Sick,rnb,4SRqDmPxYX0pUb5B5ut2Ri,0.452,0.574,6,-8.336,1,0.31,0.246,0.0,0.189,0.58,92.791,207187,4
387, TLC,Unpretty - Radio Version,rnb,6imJcLXGERlMIB6dCLUwII,0.66,0.623,7,-6.321,1,0.0421,0.00111,0.000399,0.127,0.564,88.683,240133,4
388, TLC,Waterfalls - Single Edit,rnb,3LSmmLYMtVcV7OgHLoZ9Z8,0.781,0.558,8,-6.302,1,0.132,0.202,5.55e-05,0.0741,0.746,171.813,258600,4
389, TLC,No Scrubs,rnb,5iJUGd5boRXsCmW00B3Mtq,0.799,0.624,8,-5.52,0,0.111,0.049,0.0,0.0542,0.535,92.903,218360,4
390, TLC,Creep - Radio Edit - Original Version,rnb,1OYLF50jjn8daDaMjJGPFP,0.814,0.503,5,-7.794,0,0.0406,0.0236,1.42e-06,0.0705,0.765,92.976,266000,4
391, Cassidy R. Kelly,Hotel (feat. R. Kelly),rnb,0B1J7lh3ej57Nk09UYNlrj,0.676,0.652,0,-6.846,1,0.204,0.103,0.0,0.113,0.416,91.231,247040,4
392, B2K Diddy,"Bump, Bump, Bump (feat. P. Diddy)",rnb,5tKbrFMvQJlG1reK5aDmkc,0.838,0.66,1,-6.388,0,0.195,0.107,0.0,0.115,0.888,95.493,279000,4
393, Diddy Faith Evans 112,I'll Be Missing You (feat. 112),rnb,3QHONiXGMGU3z68mQInncF,0.862,0.479,7,-9.199,1,0.0646,0.0522,0.00126,0.589,0.925,109.878,301520,4
397, Snoop Dogg Charlie Wilson Justin Timberlake,Signs,rnb,2Sionb7ZAmdVGH9mieuJ7Z,0.94,0.713,7,-5.308,1,0.127,0.0319,0.00076,0.325,0.666,112.955,236813,4
398, Jennifer Lopez,If You Had My Love,rnb,13kObTQgXkIJWakJob27aY,0.683,0.614,11,-7.068,0,0.0342,0.0597,4.78e-05,0.109,0.823,94.007,264293,4
399, Ne-Yo,Miss Independent,rnb,6glklpxk7EtKIdxA3kYQS5,0.668,0.673,1,-5.714,1,0.145,0.48,0.0,0.194,0.727,171.812,232000,4
408, Destiny's Child,Lose My Breath,rnb,2n4uOdMHzEvcZ0KP7iQnay,0.814,0.899,1,-5.958,1,0.0637,0.00727,0.219,0.0979,0.545,119.011,242013,4
409, Destiny's Child,Nasty Girl,rnb,695RxpwiDj0crqVH55tKkr,0.753,0.881,1,-3.782,1,0.259,0.0126,0.00137,0.114,0.684,129.923,257827,4
410, Destiny's Child,"Bills, Bills, Bills",rnb,3tgd95OX4G8OWVzboZQllU,0.849,0.587,11,-5.192,0,0.131,0.126,0.0,0.0795,0.449,127.691,256027,4
411, Destiny's Child,Bug A Boo (H-town Screwed Mix),rnb,4dF9JtMaAkDTc60xLz25xF,0.787,0.718,6,-3.069,1,0.136,0.00501,1.81e-06,0.204,0.906,104.435,212440,4
412, Destiny's Child,"Jumpin', Jumpin'",rnb,7j9PWYwX7KQSeJIfXP1CWI,0.775,0.677,1,-4.632,1,0.0582,0.0054,0.00189,0.0679,0.684,89.008,230200,4
413, Beyoncé Slim Thug,Check On It (feat. Slim Thug),rnb,3fGbA610AWjHqYuuFIgnHL,0.702,0.89,7,-3.794,1,0.214,0.0701,0.0,0.385,0.887,166.115,210427,4
414, Montell Jordan Wino,This Is How We Do It,rnb,1yRBHnXfl6wjCnM6dYRXq0,0.775,0.613,0,-9.831,1,0.145,0.0413,0.0,0.5,0.789,103.65,277014,4
415, Peter Andre,Mysterious Girl - Radio Edit,rnb,7cCzSH5a9anuuPoXirk2iR,0.655,0.822,8,-5.755,1,0.211,0.14,0.0,0.298,0.859,171.983,217107,4
416, Pharrell Williams Gwen Stefani,Can I Have It Like That - feat. Gwen Stefani,rnb,2pCP3Z3BopkUhHfftK0Qez,0.747,0.488,7,-8.571,1,0.233,0.168,4.95e-06,0.0617,0.364,101.121,272695,4
417, Pharrell Williams JAY-Z,Frontin' - Radio Mix/Club Mix,rnb,6UYMw2dRqtVV60sFPtfgZL,0.883,0.407,9,-5.955,0,0.152,0.438,0.0,0.122,0.767,101.976,236507,4
421, Rihanna Drake,What's My Name?,rnb,4x6w3LDSnAuQZovIvGGLxu,0.703,0.782,2,-2.977,1,0.0785,0.246,0.0,0.145,0.56,99.991,263413,4
422, Sean Paul,Gimme the Light,rnb,7FnfygSSspSVpitq0ZctYQ,0.779,0.747,2,-6.494,1,0.0445,0.0276,0.0,0.0831,0.898,107.206,226027,4
423, Sean Paul,Like Glue,rnb,2thQ8Zi2V8z6XJuCvxHm7V,0.757,0.78,1,-5.038,1,0.319,0.0811,0.0,0.113,0.59,97.917,232507,4
424, Sean Paul,Temperature,rnb,0j4wZ17xz0Xv4lIFvtZI48,0.951,0.597,0,-4.651,0,0.0669,0.104,0.0,0.0718,0.819,125.024,216467,4
425, Snoop Dogg Pharrell Williams Uncle Charlie Wilson,Beautiful,rnb,4675yUu8AUbE72T94BkLCD,0.893,0.74,11,-4.936,0,0.132,0.299,0.0,0.0881,0.963,101.025,299147,4
426, Beyoncé,Irreplaceable,rnb,6RX5iL93VZ5fKmyvNXvF1r,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-06,0.167,0.509,175.868,227853,4
427, Cam’ron Juelz Santana Freekey Zeekey Toya,Hey Ma,rnb,2PSdA7XgtmuYu8dKLxTF3e,0.782,0.659,8,-6.024,1,0.338,0.0833,1.28e-05,0.381,0.937,90.314,221120,4
428, Eve,Who's That Girl? - Album Version With Horns (Explicit),rnb,3kw9QFTgYk7Ykjkp1Xn5cH,0.761,0.796,10,-6.027,0,0.202,0.0146,0.000697,0.0678,0.559,96.367,282520,4
429, Luniz Michael Marshall,I Got 5 On It,rnb,3wFdsmYPIcb9rq2dolOm8E,0.596,0.648,10,-8.973,0,0.358,0.49,0.0,0.129,0.648,173.881,249093,4
430, Toni Braxton,You're Makin' Me High,rnb,32VygCu5knUb9ZmC5acyKZ,0.848,0.555,10,-9.167,0,0.0369,0.0105,1.15e-05,0.0673,0.893,92.126,267262,4
431, Kelis,Trick Me,rnb,3aImJnJlAgcE7bJ1NxthGt,0.97,0.72,1,-3.347,0,0.149,0.0369,0.000389,0.326,0.962,107.17,206107,4
432, Kelis André 3000,Millionaire,rnb,5FJlVqsN2jQBu8uRpy3GqG,0.68,0.847,11,-6.636,1,0.108,0.0217,0.0,0.0374,0.75,176.051,224933,4
433, Ol' Dirty Bastard Kelis,Got Your Money,rnb,7bigH7E9CkWVQTR08mGv0d,0.934,0.49,1,-5.972,1,0.177,0.0503,0.0,0.181,0.702,103.059,241747,4
434, Brandy,What About Us?,rnb,5L10F9RikmCvAVOsNmFslE,0.686,0.698,5,-2.942,0,0.223,0.263,0.0,0.39,0.748,93.118,253200,4
443, Beyoncé,"Me, Myself and I",rnb,3pxJuMLjNPtiC0fX8EHFlF,0.747,0.47,1,-9.08,1,0.0819,0.228,9.86e-05,0.159,0.555,83.615,301173,4
444, Beyoncé JAY-Z,Deja Vu,rnb,423EcxblW9F4nnQkqcqMlK,0.644,0.746,7,-4.941,1,0.341,0.0071,1.22e-05,0.0743,0.355,105.253,240280,4
445, Snoop Dogg,Let's Get Blown,rnb,6Sl7yDkgqSboZRJuZT06rW,0.938,0.634,4,-4.586,0,0.186,0.41,0.0771,0.343,0.701,105.989,279347,4
446, D'Angelo,Brown Sugar,rnb,1YMn9N6JbLfefxmzSWm2jA,0.718,0.554,9,-6.541,1,0.161,0.491,0.00102,0.118,0.514,83.074,243640,4
447, D'Angelo,Untitled (How Does It Feel) - Edit,rnb,3mz1kmUWrrbJsoAx6rFRc7,0.8,0.407,4,-7.242,0,0.058,0.212,0.0183,0.356,0.336,112.602,259840,3
448, LL Cool J,Phenomenon,rnb,2oir8zHEwiytj8gn4dKE5g,0.804,0.572,7,-9.325,1,0.293,0.00148,5.43e-05,0.281,0.483,105.892,244480,4
449, Eve Gwen Stefani,Let Me Blow Ya Mind - UK Radio Edit,rnb,7B7Zgmk0LKdVqP60hjqTSl,0.9,0.393,8,-9.675,0,0.146,0.262,0.0,0.0558,0.882,90.056,228573,4
450, Snoop Dogg R. Kelly,That's That Shit,rnb,6Gik13pCV7FNysMG8p3EDj,0.866,0.63,9,-4.795,0,0.172,0.0199,0.0,0.036,0.75,82.044,257640,4
451, Janet Jackson,Together Again,rnb,1GrikfH0jDejDvrxo84n4P,0.873,0.593,7,-8.942,1,0.103,0.078,0.00697,0.104,0.495,123.091,301200,4
452, Miguel,Adorn,rnb,1GYjMhOZ4sLd3xGvelcsi3,0.625,0.576,11,-5.693,0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,193147,4
453, Lucy Pearl,Dance Tonight,rnb,3lRClMO28poCHqTOfgIuE8,0.786,0.373,1,-8.618,1,0.0664,0.00639,0.000872,0.121,0.663,99.199,234627,4
454, The Notorious B.I.G.,One More Chance / Stay with Me - Remix; 2007 Remaster,rnb,7fXhkARAtS66kxexMIAx8O,0.725,0.68,0,-6.037,1,0.224,0.149,0.0,0.127,0.695,90.964,268707,4
455, Miguel,How Many Drinks?,rnb,1x7oQkTAF0YLw7uPyvtnre,0.379,0.608,0,-7.011,0,0.134,0.00311,0.000614,0.251,0.241,81.734,272947,4
456, Miguel,Quickie,rnb,4isk4UYRcmslphcTq61xUg,0.372,0.642,9,-4.819,0,0.148,0.216,0.0,0.114,0.647,67.839,226360,4
457, Miguel,Sure Thing,rnb,0JXXNGljqupsJaZsgSbMZV,0.684,0.603,11,-8.127,0,0.0989,0.0275,0.000311,0.191,0.504,81.0,195373,4
458, Ne-Yo,Sexy Love,rnb,7sIjG7WXRQNIOBXPFnFyGJ,0.696,0.509,8,-6.506,1,0.0473,0.29,0.000132,0.067,0.551,93.996,219933,4
459, Ciara Ludacris,Ride,rnb,3RJclnBV8g9mvHPtSzPf7c,0.694,0.719,7,-4.538,1,0.0484,0.00131,1.47e-05,0.0714,0.352,129.961,274147,4
463, Cassie,Me & U,rnb,3WFwsXIUqV6tmHSjTaXUHR,0.803,0.454,8,-4.802,0,0.0294,0.352,0.0,0.0655,0.739,99.99,192213,4
464, Nelly Kelly Rowland,Dilemma,rnb,4nthV2eZAXnt4yiJMocLkG,0.73,0.552,2,-8.177,0,0.146,0.18,6.14e-05,0.224,0.613,168.091,289173,4
465, Pharrell Williams Kanye West,Number One,rnb,3r4U9UpHaFurMtq1oCZoAp,0.845,0.801,10,-5.619,0,0.129,0.251,0.0,0.0951,0.666,107.012,236573,4
466, Pharrell Williams,Angel,rnb,4WHQH9TRMCtR7nqnTjKaty,0.781,0.852,2,-4.749,1,0.0473,0.196,0.00188,0.0542,0.913,110.02,164773,4
467, Usher,U-Turn,rnb,3KkxYjVDCdiLkJ2ETnrhr2,0.703,0.76,5,-6.054,0,0.17,0.116,0.0,0.213,0.894,90.989,189733,4
468, Cam’ron Juelz Santana,Oh Boy,rnb,3sgTiqsN5eNNGTBl1VsO44,0.762,0.776,11,-5.623,1,0.196,0.0266,0.0,0.0959,0.796,83.02,204707,4
469, Ciara,Body Party,rnb,0rFZaQ4crlGAzuCjWCQ2xu,0.577,0.576,2,-6.299,1,0.0563,0.0143,0.0,0.602,0.12,133.973,234040,4
470, Mario Winans Diddy Enya,I Don't Wanna Know (feat. Enya And P. Diddy),rnb,3pYcGuasNwouukvgQcgo9a,0.84,0.493,11,-5.9,0,0.0475,0.332,0.00105,0.121,0.361,96.998,257360,4
471, Ty Dolla $ign B.o.B,Paranoid (feat. B.o.B),rnb,1rEHQCkmLYY0CDrIborSoF,0.867,0.495,5,-7.71,1,0.0461,0.0145,0.0,0.111,0.265,97.486,216268,4
472, Mos Def,Ms. Fat Booty,rnb,2OsGdZYDdTK4pxDMsK0Blv,0.781,0.589,1,-4.827,1,0.21,0.148,0.0,0.166,0.864,90.437,223515,4
473, Childish Gambino,3005,rnb,1yHqQ7ABCM4GbsprRs8NGO,0.681,0.463,6,-6.542,0,0.289,0.128,0.0,0.0769,0.661,82.92,235663,4
474, Donell Jones,U Know What's Up,rnb,3seflYvRN3gmh50Iih5yMd,0.822,0.482,10,-6.472,0,0.0542,0.0615,0.00136,0.0612,0.868,103.018,240813,4
475, Montell Jordan,Get It On Tonite,rnb,5iKYZAcAchghry6h8Iu5IL,0.813,0.487,10,-9.78,0,0.0783,0.235,7.59e-05,0.0928,0.873,99.0,276225,4
476, Ashanti,Foolish - Radio Edit,rnb,0XwviygnbAYCrKwEvisJh6,0.614,0.649,0,-6.699,1,0.0649,0.34,0.0,0.103,0.775,90.063,212453,4
477, Brandy Monica,The Boy Is Mine,rnb,439k66VUuzqqe2VuAnkAFC,0.709,0.506,2,-14.207,1,0.0929,0.0295,0.000824,0.123,0.641,95.557,242467,4
478, Destiny's Child Wyclef Jean,"No, No, No Pt. 2",rnb,61cOjgiouWpx0VKGREZy4k,0.676,0.575,1,-3.603,1,0.27,0.318,0.0,0.101,0.67,181.898,207733,4
479, Mark Morrison,Return of the Mack - C&J Extended Mix,rnb,7gHtm3BUJgbET8Vmit2lu6,0.762,0.802,0,-7.363,1,0.0892,0.00723,1.01e-05,0.313,0.413,95.426,441507,4
480, Mase Total,What You Want (feat. Total),rnb,6hxn98poTu1O4YZfafvC18,0.838,0.72,10,-6.593,0,0.384,0.0312,1.11e-05,0.422,0.845,93.76,242947,4
481, Beyoncé Sean Paul,Baby Boy (feat. Sean Paul),rnb,4WY3HyGXsWqjFRCVD6gnTe,0.655,0.488,1,-9.17,1,0.22,0.0825,1.16e-06,0.221,0.791,91.025,244827,4
482, Ashanti,Foolish,rnb,2FbD2sqUmAdjqqCBp0mn2g,0.665,0.696,0,-5.763,1,0.0521,0.337,0.0,0.106,0.711,90.116,227387,4
486, Ashanti,Only U - Album Version (No Intro),rnb,6ampnTH7RMDC0tIdmhsyQ6,0.6,0.621,6,-5.575,0,0.0431,0.0375,1.7e-06,0.188,0.278,94.547,186307,4
490, Rihanna JAY-Z,Umbrella,rnb,5i66xrvSh1MjjyDd6zcwgj,0.581,0.827,1,-4.566,1,0.141,0.0101,0.0,0.0522,0.549,174.013,275987,4
494, Rihanna Ne-Yo,Hate That I Love You,rnb,73sEFRISCOmunToMJtjuPS,0.641,0.722,8,-5.386,1,0.082,0.323,0.0,0.104,0.716,93.992,218947,4
498, The-Dream T.I.,Make Up Bag,rnb,2UA6JKGJRg8miTUWDstsID,0.767,0.582,9,-7.073,0,0.063,0.0364,0.0,0.24,0.563,90.042,283827,4
502, The-Dream,F.I.L.A.,rnb,2xJy6n7jLkmwDEweTLpYgX,0.623,0.61,0,-4.034,1,0.079,0.249,0.0,0.737,0.636,72.498,251250,4
506, The-Dream,Rockin' That Sh**,rnb,6dfyLg5VEHLKwd16ykIqJm,0.672,0.62,8,-4.865,1,0.0422,0.123,0.0,0.362,0.627,78.005,221920,4
510, The-Dream Fabolous,Shawty Is Da Shit,rnb,4Bidu4YkI06oLAXfBujkec,0.785,0.479,7,-4.956,0,0.044,0.083,0.0,0.0937,0.364,75.889,262773,4
511, The-Dream,I Luv Your Girl,rnb,7FZZLZqNJlA33QRN5ijYBN,0.723,0.322,8,-9.702,1,0.0341,0.014,0.0,0.119,0.0406,90.063,267867,4
515, The-Dream,Falsetto,rnb,5C4UXarARSjswTdyL621c2,0.732,0.549,0,-4.194,1,0.0312,0.163,6.01e-05,0.122,0.479,131.006,271173,4
519, Bow Wow Omarion,Girlfriend,rnb,4an5ku0DvlMc2u6iMNViQQ,0.722,0.784,7,-5.349,1,0.216,0.113,0.0,0.311,0.842,74.996,284827,4
523, Omarion,Ice Box,rnb,1a0Z0QJChrb1h7Fg2vuXrd,0.775,0.731,8,-5.446,1,0.134,0.189,0.0,0.129,0.821,131.105,256427,4
527, Jagged Edge,Walked Outta Heaven,rnb,06ZDLodo1UDVavc3MXREZ3,0.67,0.616,10,-6.123,1,0.225,0.573,0.0,0.0535,0.523,120.129,270880,4
531, Jagged Edge Nelly,Where the Party At,rnb,5HIH7viDwuewZiv6Hs75ys,0.683,0.653,7,-6.344,1,0.201,0.311,1.02e-06,0.0801,0.864,96.905,232560,4
532, Jagged Edge,Let's Get Married,rnb,1PmHkalaUHhh0fz23SBHDL,0.761,0.627,1,-5.554,1,0.0538,0.175,0.0,0.128,0.891,109.821,263227,4
533, Jagged Edge,Goodbye,rnb,3WEqYQ9ta6SqMmNpTgL0ei,0.827,0.727,6,-6.357,1,0.108,0.13,3.37e-06,0.0528,0.969,130.001,273240,4
534, Usher,Hey Daddy (Daddy's Home),rnb,030OCtLMrljNhp8OWHBWW3,0.59,0.698,11,-4.262,1,0.0286,0.000176,0.0,0.107,0.352,95.975,224093,4
535, Usher,There Goes My Baby,rnb,6IUiqtI8tE49sqGbmtrNd8,0.626,0.52,9,-8.077,0,0.0892,0.175,0.0,0.13,0.257,77.468,281293,4
536, Usher Pitbull,DJ Got Us Fallin' In Love (feat. Pitbull),rnb,4356Typ82hUiFAynbLYbPn,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,220800,4
537, Usher Justin Bieber benny blanco,Somebody to Love (feat. Justin Bieber) - Remix,rnb,6tnrFU8iLQ6orFXjCA3flL,0.642,0.87,9,-2.879,1,0.034,0.0113,0.0,0.677,0.649,129.982,208627,4
538, Usher Jeezy,Love in This Club,rnb,5j0McHPthKpOXRr3fBq8M0,0.573,0.712,0,-5.976,1,0.0732,0.0572,0.0,0.167,0.346,140.012,259720,4
542, Usher,Moving Mountains,rnb,0Z4DAkZzXkupqCtT7BGU5F,0.72,0.734,6,-4.515,1,0.0316,0.0856,0.0,0.303,0.37,115.999,298053,4
543, Usher,What's a Man to Do,rnb,5aWlIXGEDzqQdIDRNxDQVA,0.723,0.647,0,-5.786,0,0.125,0.0761,0.0,0.201,0.566,98.002,249920,4
544, Usher Lil Jon Ludacris,Yeah!,rnb,4ECm9N3tUoZCJvQNwsnbw6,0.893,0.787,2,-4.734,1,0.11,0.0213,0.0,0.0345,0.572,105.013,250373,4
548, Usher,Confessions Part II,rnb,2lqYAYg5evMIApxYkkIMcU,0.837,0.469,1,-7.666,1,0.137,0.0508,0.0,0.0664,0.708,138.052,211200,4
549, Usher,U Don't Have to Call,rnb,5PCJldueshnwqQVjS16543,0.793,0.568,1,-4.958,1,0.0459,0.0478,3.57e-05,0.0304,0.806,100.005,269400,4
550, Ciara Petey Pablo,Goodies (feat. Petey Pablo),rnb,0hffmkOeFCQUWaPsEM9KTT,0.824,0.64,5,-6.27,0,0.0597,0.0257,2.19e-06,0.308,0.847,102.015,224000,4
551, Ciara Ludacris,Oh (feat. Ludacris),rnb,0T1PGhdhF9ExbVSwImv3iR,0.804,0.495,0,-7.079,1,0.0557,0.000273,0.0,0.0711,0.363,128.341,256187,4
552, Destiny's Child T.I. Lil Wayne,Soldier (feat. T.I. & Lil' Wayne),rnb,4FTOpNYcGxnQdGNWSxIcio,0.878,0.417,7,-6.799,1,0.361,0.0444,0.0,0.0833,0.904,77.49,325573,4
553, Destiny's Child,Independent Women Part I,rnb,6e9sI2locopZ5p5ij1VAUF,0.517,0.598,6,-3.751,0,0.263,0.388,2.22e-06,0.183,0.922,96.933,221627,4
554, Destiny's Child,Survivor,rnb,7qtAgn9mwxygsPOsUDVRRt,0.524,0.904,8,-2.071,1,0.398,0.0533,0.0,0.776,0.655,161.188,254040,4
555, Justin Timberlake,What Goes Around.../...Comes Around (Interlude),rnb,3pD0f7hSJg2XdQ6udw5Tey,0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76.0,448573,4
556, Justin Timberlake,Summer Love,rnb,1MBM7CyZbwJpVbbZJnHHRg,0.606,0.591,0,-7.228,0,0.087,0.0756,0.0,0.328,0.477,95.802,252973,4
557, Mariah Carey,We Belong Together,rnb,49kWSA6Ic4UX8czjBAZFq4,0.837,0.462,0,-7.89,1,0.0601,0.0339,0.0,0.09,0.762,139.986,201400,4
558, Mariah Carey,Shake It Off,rnb,0MGxfGHgECCGU5xqHD1uc8,0.78,0.493,2,-6.516,1,0.124,0.181,0.0,0.108,0.82,134.086,232840,4
559, Bobby V. Timbaland,Anonymous - Main,rnb,7mQgqFc7etdOR6jMZRAgw1,0.715,0.766,8,-3.373,1,0.0322,0.0144,0.0,0.0536,0.597,124.994,283794,4
560, Ginuwine,Differences,rnb,0Uyh92tLyb9JawG8lmWCzJ,0.562,0.594,3,-4.578,0,0.0558,0.318,0.0,0.311,0.423,62.876,265533,4
561, Nate Dogg,I Got Love,rnb,52riputZ4Vo5PG9MOSy6r5,0.912,0.416,10,-5.943,0,0.164,0.437,0.306,0.09,0.677,90.013,236227,4
562, 112,Sweet Love,rnb,4BdKKkvIMGWN6AtqjrW9Hj,0.372,0.375,1,-9.453,0,0.0507,0.178,0.0,0.0742,0.204,109.45,326533,4
563, Alicia Keys,Fallin',rnb,3unsLiH5FXmaDWtT5Imolu,0.653,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,95.982,210200,3
564, Ne-Yo,Closer,rnb,2nbClS09zsIAqNkshg6jnp,0.709,0.745,4,-6.437,0,0.0738,0.0225,5.2e-05,0.154,0.576,126.027,234360,4
565, Ne-Yo,Single,rnb,0Kqm6ILdnk7oyoV9k2vW1m,0.701,0.908,0,-5.67,1,0.0713,0.0617,1.35e-06,0.108,0.236,134.019,257933,4
566, Ne-Yo,Mad,rnb,7aypCcPYXxoa9wBMe0vjTP,0.731,0.644,0,-5.348,1,0.0343,0.665,0.0,0.11,0.691,129.94,254533,4
567, Ne-Yo,Because Of You,rnb,0C80KJWvQWIGjbOiIurV1W,0.81,0.538,0,-5.784,0,0.0356,0.528,0.0,0.0951,0.828,109.97,266840,4
568, Ne-Yo,Sexy Love,rnb,6OzCmbmKvXcamW6YhnhT5x,0.693,0.516,8,-6.446,1,0.0413,0.297,0.000127,0.0604,0.494,94.02,220853,4
572, Mario,Break Up,rnb,4UP5HP7IAnNdxD01g1lzQp,0.44,0.517,0,-7.355,1,0.363,0.428,0.0,0.173,0.475,73.881,249027,4
573, Mario,Crying Out For Me - Main,rnb,1eDknpmiMTIqdDb7SaYSdf,0.536,0.712,1,-6.939,1,0.0772,0.225,0.0,0.332,0.456,130.18,288387,4
