,Artiste,Titre,Année,Rang,id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
175,the all-american rejects,it ends tonight,2007,55,1FMHNVeJ9s1x1l1WlaRs2I,61,0.454,0.636,0,-4.731,1,0.0273,0.00228,0.0,0.154,0.313,87.89,244827,4
176,hurricane chris,a bay bay,2007,56,6MnFB3qurhmGs1xdjrz5Bg,53,0.577,0.668,6,-4.884,1,0.514,0.105,0.0,0.0924,0.702,60.709,257120,3
177,ne-yo,because of you,2007,57,6CFPFnS9EcLs2I0nWqtWci,76,0.81,0.538,0,-5.784,0,0.0356,0.528,0.0,0.0951,0.828,109.97,266840,4
178,bone thugs-n-harmony ring akon,i tried,2007,58,2elA6JLRaQ6iB7hxiuTKN4,62,0.727,0.71,4,-6.142,1,0.0742,0.0104,0.0,0.107,0.378,81.995,287480,4
179,my chemical romance,welcome to the black parade,2007,59,5wQnmLuC1W7ATsArWACrgW,77,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,311107,4
180,beyonce  shakira,beautiful liar,2007,62,2HWWNoWEEEECwZhAiLg7ib,62,0.764,0.751,8,-3.74,1,0.0703,0.00554,0.000237,0.164,0.418,91.977,199853,4
181,avril lavigne,keep holding on,2007,64,4UPcXTh26ilb7owtuyHqNI,65,0.274,0.786,7,-2.354,1,0.0333,0.0374,0.0,0.143,0.146,161.061,239907,3
182,keyshia cole ring missy elliott  lil kim,let it go,2007,65,2RqZFOLOnzVmHUX7ZMcaES,68,0.806,0.721,10,-5.167,0,0.215,0.197,0.0,0.209,0.781,94.967,238333,4
183,timbaland ring onerepublic,apologize,2007,66,1NrJYpdAi7uosDRPmSYrsG,70,0.593,0.74,8,-6.12,1,0.0339,0.363,2.22e-05,0.102,0.502,118.008,208107,4
185,timbaland ring onerepublic,apologize,2008,5,1NrJYpdAi7uosDRPmSYrsG,70,0.593,0.74,8,-6.12,1,0.0339,0.363,2.22e-05,0.102,0.502,118.008,208107,4
187,colbie caillat,bubbly,2007,67,0rFOs9paloAvEtzwDX1Kmc,69,0.697,0.474,9,-6.663,1,0.0351,0.603,0.0,0.11,0.249,127.904,196280,4
189,colbie caillat,bubbly,2008,21,0rFOs9paloAvEtzwDX1Kmc,69,0.697,0.474,9,-6.663,1,0.0351,0.603,0.0,0.11,0.249,127.904,196280,4
191,ciara,like a boy,2007,68,358bOvBiZCS9fRzNYosw6c,60,0.701,0.724,0,-5.751,0,0.145,0.267,0.0,0.0867,0.425,132.035,237053,4
192,p!nk,who knew,2007,69,2hns6Dv29Yrg68AVTJiAyA,63,0.688,0.734,9,-4.569,1,0.0274,0.00462,0.0,0.0756,0.46,140.004,208493,4
193,ciara,promise,2007,71,1pLdjo3lOBbMaoR4ZpybFH,56,0.697,0.629,9,-5.757,1,0.0425,0.409,3.8e-06,0.0819,0.439,123.279,267413,4
194,j  holiday,bed,2007,72,6TlRNJaezOdzdECnQeRuMM,66,0.684,0.606,5,-7.268,0,0.0504,0.17,0.0,0.058,0.723,127.901,275107,4
195,rich boy ring polow da don,throw some d's,2007,73,6SmPPtaMnfxgz5duA6t9Cu,58,0.697,0.86,11,-5.181,1,0.43,0.0368,0.0,0.0721,0.433,160.895,263920,4
196,amy winehouse,rehab,2007,74,1L5tZi0izXsi5Kk5OJf4W0,68,0.434,0.872,0,-2.974,1,0.0702,0.0473,1.83e-06,0.396,0.732,71.515,213760,4
197,t i,big things poppin' (do it),2007,75,0eMdAjfAfGS1AoeXgiyGXP,26,0.597,0.715,7,-6.741,1,0.036,0.00425,0.911,0.191,0.539,169.036,289987,4
198,alicia keys,no one,2007,76,6IwKcFdiRQZOWeYNhUiWIv,80,0.644,0.548,1,-5.416,0,0.0286,0.0209,8.68e-06,0.134,0.166,90.042,253813,4
200,alicia keys,no one,2008,3,6IwKcFdiRQZOWeYNhUiWIv,80,0.644,0.548,1,-5.416,0,0.0286,0.0209,8.68e-06,0.134,0.166,90.042,253813,4
202,boys like girls,the great escape,2007,77,56Tl3UgyZTqfZtvFNS31wm,61,0.423,0.94,1,-4.012,0,0.0635,0.00166,0.0,0.178,0.505,149.934,206520,4
203,unk,2 step,2007,78,7beqVxFB2g7DlL09mvfjDv,49,0.763,0.797,11,-2.274,0,0.0977,0.0583,0.0,0.299,0.645,77.003,195787,4
204,paula deanda ring the dey,walk away (remember me),2007,79,0Sc9UwBpChiRKRF8DKvWKZ,57,0.672,0.585,0,-5.797,1,0.0582,0.192,0.0,0.156,0.834,77.998,238160,4
205,young jeezy ring r  kelly,go getta,2007,80,03b1NUHnoavfpLLKcEMfIb,50,0.392,0.751,3,-6.586,0,0.155,0.105,0.0,0.15,0.438,173.825,229347,4
206,hellogoodbye,here (in your arms),2007,81,2L3bghVRLkBbIQzSaEUytZ,50,0.701,0.608,5,-6.819,1,0.0374,0.206,0.0041,0.273,0.794,126.044,240547,4
207,pretty ricky,on the hotline,2007,82,1zyqZONW985Cs4osz9wlsu,58,0.704,0.854,10,-5.477,0,0.183,0.0185,0.0,0.148,0.688,92.988,242587,4
208,gwen stefani,wind it up,2007,83,1GeECVH4Msg1zLm8DExkbH,47,0.961,0.9,8,-6.874,1,0.0678,0.309,0.000199,0.354,0.95,120.006,189587,4
209,baby bash ring t-pain,cyclone,2007,84,0x1LCpY9Rgeq97VPajm81B,65,0.644,0.725,11,-4.622,1,0.0701,0.0112,0.0,0.146,0.584,77.977,222053,4
211,baby bash ring t-pain,cyclone,2008,71,0x1LCpY9Rgeq97VPajm81B,65,0.644,0.725,11,-4.622,1,0.0701,0.0112,0.0,0.146,0.584,77.977,222053,4
213,rihanna  sean paul,break it off,2007,85,4PgtB6Sul8WDTRZCe5e8St,51,0.897,0.738,10,-5.314,0,0.228,0.0166,0.0,0.0573,0.798,133.966,213373,4
214,lifehouse,first time,2007,86,40Fp6pxcS9l08kL1R50mR4,49,0.442,0.952,3,-2.214,1,0.0541,2.41e-05,0.0,0.205,0.505,130.682,203640,4
215,50 cent ring justin timberlake  timbaland,ayo technology,2007,87,36Hwcla06Q5BCr59CL0sBp,54,0.63,0.782,8,-5.44,0,0.132,0.0828,0.0,0.034,0.418,140.144,247947,4
216,bow wow ring t-pain  johnta austin,outta my system,2007,88,3LGeYNY9aWQuBJovOOowqm,59,0.772,0.59,6,-6.957,1,0.183,0.0917,0.0,0.101,0.743,83.998,238267,4
217,taylor swift,teardrops on my guitar,2007,89,7zMcNqs55Mxer82bvZFkpg,63,0.621,0.417,10,-6.941,1,0.0231,0.288,0.0,0.119,0.289,99.953,203040,4
219,taylor swift,teardrops on my guitar,2008,48,7zMcNqs55Mxer82bvZFkpg,63,0.621,0.417,10,-6.941,1,0.0231,0.288,0.0,0.119,0.289,99.953,203040,4
221,rihanna,shut up and drive,2007,90,4Tn2llBm1g0UlWctmgPL8Z,66,0.735,0.826,1,-4.902,1,0.0349,0.00101,0.129,0.197,0.74,132.964,212280,4
222,red hot chili peppers,snow ((hey oh)),2007,91,2aibwv5hGXSgw7Yru8IYTO,79,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334667,4
223,crime mob ring lil scrappy,rock yo hips,2007,95,76dZuMVXjIyLPRLv00skGd,55,0.847,0.667,6,-5.7,1,0.17,0.0869,0.0,0.443,0.707,77.492,226547,4
224,justin timberlake,lovestoned,2007,96,5iyE2d4U3Vc5cqY9mPTlpy,57,0.859,0.681,1,-6.247,1,0.0549,0.34,0.000161,0.213,0.852,121.243,444333,4
225,hinder,better than me,2007,97,10fddGyyeUquZZ2uPTjD7P,62,0.449,0.682,2,-5.295,0,0.029,0.205,0.0,0.175,0.254,139.924,223533,4
226,finger eleven,paralyzer,2007,98,28IEbk5a7twNTbUEvWslUb,70,0.644,0.939,11,-3.486,0,0.0456,0.157,0.0,0.233,0.861,106.031,208107,4
228,finger eleven,paralyzer,2008,25,28IEbk5a7twNTbUEvWslUb,70,0.644,0.939,11,-3.486,0,0.0456,0.157,0.0,0.233,0.861,106.031,208107,4
230,snoop dogg ring r  kelly,that's that,2007,99,5f1joOtoMeyppIcJGZQvqJ,87,0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,191406,4
231,r  kelly duet with usher,same girl,2007,100,4VXIryQMWpIdGgYR4TrjT1,86,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,165820,4
232,flo rida ring t-pain,low,2008,1,0CAfXk7DXMnon4gLudAp7J,80,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008,231400,4
233,leona lewis,bleeding love,2008,2,7wZUrN8oemZfsEd1CGkbXE,77,0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036,262467,4
234,lil wayne ring static major,lollipop,2008,4,4P7VFiaZb3xrXoqGwZXC3J,69,0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075,299333,4
235,jordin sparks duet with chris brown,no air,2008,6,1jUA4rb6ZCv4gby4YU53xq,74,0.466,0.759,8,-4.978,0,0.199,0.0521,0.0,0.0587,0.328,160.033,264373,4
236,sara bareilles,love song,2008,7,4E6cwWJWZw2zWf7VFbH7wf,75,0.583,0.786,2,-3.142,0,0.0301,0.0208,0.0,0.188,0.573,123.055,258827,4
237,usher ring young jeezy,love in this club,2008,8,5j0McHPthKpOXRr3fBq8M0,68,0.573,0.712,0,-5.976,1,0.0732,0.0572,0.0,0.167,0.346,140.012,259720,4
238,chris brown,with you,2008,9,5Lgcn7u07bHuqbOtXkN62u,72,0.662,0.693,3,-4.298,1,0.0698,0.134,0.0,0.145,0.655,86.009,252120,4
239,chris brown,forever,2008,10,3NZJlJemX3mzjf56MqC5ML,74,0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005,278573,4
240,ray j  yung berg,sexy can i,2008,11,1q51MejmtLKEv8mABG8XRE,67,0.575,0.686,1,-6.008,1,0.319,0.296,0.0,0.617,0.926,172.167,204040,4
241,rihanna,take a bow,2008,12,3goSVuTt3fDYDP6kRnFwuL,77,0.697,0.467,9,-7.536,1,0.0715,0.248,0.0,0.0941,0.572,82.082,229413,4
242,coldplay,viva la vida,2008,13,1mea3bSkSGXuIRvnydlB5b,80,0.485,0.619,5,-7.115,0,0.0289,0.0941,3.31e-06,0.109,0.416,138.017,242373,4
244,coldplay,viva la vida,2009,55,1mea3bSkSGXuIRvnydlB5b,80,0.485,0.619,5,-7.115,0,0.0289,0.0941,3.31e-06,0.109,0.416,138.017,242373,4
246,katy perry,i kissed a girl,2008,14,005lwxGU1tms6HGELIcUv9,68,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,179640,4
247,t i,whatever you like,2008,15,1IAzD1muglOxOcPbUHs70R,74,0.68,0.687,9,-6.162,0,0.0709,0.0161,0.0,0.261,0.467,150.053,249533,4
249,t i,whatever you like,2009,40,1IAzD1muglOxOcPbUHs70R,74,0.68,0.687,9,-6.162,0,0.0709,0.0161,0.0,0.261,0.467,150.053,249533,4
251,rihanna,disturbia,2008,16,2VOomzT6VavJOGBeySqaMc,75,0.707,0.813,11,-4.515,0,0.0571,0.0863,0.0,0.168,0.722,124.921,238627,4
253,rihanna,disturbia,2009,77,2VOomzT6VavJOGBeySqaMc,75,0.707,0.813,11,-4.515,0,0.0571,0.0863,0.0,0.168,0.722,124.921,238627,4
255,rihanna,don't stop the music,2008,17,0ByMNEPAPpOR5H69DVrTNy,77,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,267080,4
256,natasha bedingfield,pocketful of sunshine,2008,18,1uigwk5hNV84zRd5YQQRTk,62,0.721,0.88,9,-3.896,0,0.0454,0.191,0.0,0.0769,0.655,110.021,202907,4
257,mariah carey,touch my body,2008,22,4VcumP0Gs84VTIxSHGyvnu,60,0.715,0.665,4,-7.736,0,0.0502,0.0996,0.0,0.224,0.84,78.502,204733,4
258,madonna ring justin timberlake  timbaland,4 minutes,2008,23,1oHClQEgDmmbcEx12Kc5nZ,69,0.753,0.931,2,-4.922,1,0.0652,0.00994,0.00696,0.234,0.767,113.029,189693,4
259,p!nk,so what,2008,24,0JiY190vktuhSGN6aqJdrt,76,0.534,0.87,11,-3.078,0,0.0425,0.000329,0.0,0.241,0.462,126.019,215160,4
261,p!nk,so what,2009,45,0JiY190vktuhSGN6aqJdrt,76,0.534,0.87,11,-3.078,0,0.0425,0.000329,0.0,0.241,0.462,126.019,215160,4
263,fergie,clumsy,2008,26,50xeLNGKmskmYUSINhqvfa,58,0.731,0.563,2,-4.046,1,0.131,0.191,0.00042,0.296,0.452,184.009,240427,4
264,jason mraz,i'm yours,2008,27,5smPViFYtztTo7ww9gJXpD,38,0.549,0.107,0,-16.147,1,0.0844,0.957,0.0,0.111,0.307,74.63,219053,4
266,jason mraz,i'm yours,2009,7,5smPViFYtztTo7ww9gJXpD,38,0.549,0.107,0,-16.147,1,0.0844,0.957,0.0,0.111,0.307,74.63,219053,4
268,jesse mccartney,leavin',2008,28,20ORwCJusz4KS2PbTPVNKo,65,0.687,0.71,9,-5.84,1,0.0522,0.0283,3.71e-06,0.0689,0.886,79.235,216880,4
269,jordin sparks,tattoo,2008,30,3Ui2jdyxbZQrZohfM0NOgG,64,0.566,0.766,2,-5.036,1,0.0399,0.431,0.0,0.101,0.547,168.005,233467,4
270,miley cyrus,see you again,2008,31,0G71WvIkF2K6HViJeFvOcM,61,0.692,0.911,9,-5.098,0,0.177,0.0149,7.34e-05,0.112,0.801,138.975,190453,4
271,metro station,shake it,2008,32,5619Ojc6t9evEEs3B7Drhe,71,0.618,0.955,4,-3.836,1,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,179947,4
272,onerepublic,stop and stare,2008,33,48s0QHJgmiNsth3WEO6U4M,59,0.492,0.859,4,-4.274,1,0.0332,0.0659,0.0,0.0756,0.251,92.474,223853,4
273,sean kingston,take you there,2008,34,6AdLyvisRKHLAwARaZMGr6,61,0.752,0.921,5,-4.321,0,0.0696,0.0182,0.0,0.256,0.634,115.033,236693,4
274,m i a,paper planes,2008,35,1wgqttlPacpvmX5DKVboOa,77,0.447,0.848,2,-6.175,1,0.222,0.033,7.45e-05,0.65,0.485,172.247,205200,4
275,katy perry,hot n cold,2008,36,1y4eb6hmAvsqlDOl3fx9kk,66,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,220227,4
277,katy perry,hot n cold,2009,25,1y4eb6hmAvsqlDOl3fx9kk,66,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,220227,4
279,t i  ring rihanna,live your life,2008,37,3jlbL2OTD5YmIunYzgQTAN,75,0.375,0.862,11,-3.363,0,0.255,0.071,0.0,0.211,0.478,159.841,338853,4
281,t i  ring rihanna,live your life,2009,18,3jlbL2OTD5YmIunYzgQTAN,75,0.375,0.862,11,-3.363,0,0.255,0.071,0.0,0.211,0.478,159.841,338853,4
283,estelle ring kanye west,american boy,2008,39,22UDw8rSfLbUsaAGTXQ4Z8,78,0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932,284733,4
284,lil wayne ring t-pain,got money,2008,40,46lIt6GmL0VkkbuUyGDbCs,59,0.694,0.661,7,-4.847,1,0.118,0.00188,0.0,0.676,0.702,82.48,244627,4
285,taylor swift,our song,2008,41,15DeqWWQB4dcEWzJg15VrN,66,0.668,0.672,2,-4.931,1,0.0303,0.111,0.0,0.329,0.539,89.011,201107,4
286,danity kane,damaged,2008,42,4yHFxB8kzzeuNvoouR8N0N,57,0.774,0.653,8,-5.158,0,0.05,0.0912,0.0,0.151,0.818,120.01,244267,4
287,lil wayne,a milli,2008,43,6ScJMrlpiLfZUGtWp4QIVt,70,0.674,0.695,6,-8.636,0,0.278,0.0387,0.00202,0.194,0.773,151.486,221840,4
288,buckcherry,sorry,2008,44,0EbnUc05YEKhZRKgbrZWpq,57,0.54,0.773,2,-3.627,1,0.0288,0.0315,0.0,0.176,0.381,130.952,228387,4
289,webbie ring lil' phat  lil' boosie,independent,2008,45,65D95SmygxGCQGiI64eaZf,58,0.725,0.431,1,-5.988,0,0.0707,0.00113,0.0,0.14,0.199,174.083,250027,4
290,t-pain ring lil wayne,can't believe it,2008,46,4o5vxwOXKNHZhYTpUCm7A5,0,0.796,0.528,2,-6.181,1,0.127,0.228,0.0,0.0849,0.613,139.965,266344,4
291,alicia keys,like you'll never see me again,2008,47,3JHDtmFdX9kdx9wz0md98U,57,0.562,0.658,7,-8.072,1,0.0314,0.174,0.000285,0.102,0.268,127.81,315360,4
292,the pussycat dolls,when i grow up,2008,49,21pySLskKIKrhDziCX5ojQ,71,0.671,0.685,11,-5.762,0,0.05,0.00165,0.0,0.398,0.368,118.449,245680,4
293,snoop dogg,sensual seduction,2008,50,1wva1IlWLDNLgwipUWcmjy,56,0.756,0.829,11,-3.973,1,0.0682,0.003,3.46e-05,0.0578,0.504,120.163,245520,4
294,colby o'donis ring akon,what you got,2008,51,3MldzywZOH4Uci6bq9noyJ,57,0.775,0.641,1,-6.718,1,0.038,0.0327,0.0,0.18,0.305,119.974,243013,4
295,3 doors down,it's not my time,2008,52,0uybt73QFXaLCoxuVf6fhm,62,0.532,0.935,0,-4.798,1,0.0619,0.00133,8.37e-06,0.106,0.309,128.025,241960,4
296,leona lewis,better in time,2008,53,2iXBZ32Fz5VDCLeE0JIdX5,69,0.584,0.7,6,-4.251,1,0.0506,0.512,2.43e-05,0.13,0.549,163.953,234173,4
297,linkin park,shadow of the day,2008,55,0OYcEfskah1egYHjYRvbg1,66,0.534,0.393,11,-7.813,1,0.0292,0.00479,0.0107,0.107,0.0641,110.007,290360,4
298,wyclef jean ring akon lil wayne  niia,sweetest girl (dollar bill),2008,56,4liGjmhCupa7RP9JaQELYx,58,0.733,0.744,1,-3.51,1,0.0553,0.0772,0.0,0.341,0.529,92.515,241133,4
299,ne-yo,miss independent,2008,57,34ceTg8ChN5HjrqiIYCn9Q,68,0.673,0.683,1,-5.693,1,0.115,0.522,0.0,0.235,0.713,171.86,232000,4
301,ne-yo,miss independent,2009,59,34ceTg8ChN5HjrqiIYCn9Q,68,0.673,0.683,1,-5.693,1,0.115,0.522,0.0,0.235,0.713,171.86,232000,4
303,secondhand serenade,fall for you,2008,58,7lWF2mVr1KKbVnaT2nSlPo,62,0.387,0.442,0,-7.086,1,0.0352,0.19,0.0,0.0788,0.382,169.481,185600,4
304,flo rida ring will i am,in the ayer,2008,59,6RpiAj9Ofv0Uqp6n2OuRoh,56,0.83,0.746,5,-6.286,0,0.0579,0.00456,0.0,0.26,0.646,125.992,220507,4
305,john mayer,say,2008,60,0HLWvLKQWpFdPhgk6ym58n,67,0.584,0.509,2,-13.109,1,0.0287,0.267,0.00252,0.36,0.367,90.457,175480,4
306,jordin sparks,one step at a time,2008,61,5o4W6yWSJD9e9Ea8YC9WjF,62,0.766,0.692,1,-4.672,1,0.0289,0.0825,0.0,0.0384,0.691,102.028,205160,4
307,rihanna ring ne-yo,hate that i love you,2008,62,7iu0WYLdo4yksKf3seaxzI,71,0.637,0.73,5,-5.38,0,0.0874,0.323,0.0,0.0981,0.732,93.867,218947,4
308,lupe fiasco ring matthew santos,superstar,2008,63,7dltD9eEX7X1zk8JJ9BS0e,66,0.572,0.822,11,-6.015,0,0.361,0.207,0.0,0.359,0.472,94.812,289000,4
309,j  holiday,suffocate,2008,64,3nJjIYchBNkYm7B8XfJf5N,57,0.458,0.445,9,-8.391,0,0.361,0.64,0.0,0.118,0.447,82.82,220053,5
310,kevin rudolf ring lil wayne,let it rock,2008,65,6TrNRd98WksT9Kkmx9uj6R,66,0.607,0.783,7,-4.41,1,0.0397,0.000683,0.0,0.0678,0.434,113.172,231173,4
312,kevin rudolf ring lil wayne,let it rock,2009,32,6TrNRd98WksT9Kkmx9uj6R,66,0.607,0.783,7,-4.41,1,0.0397,0.000683,0.0,0.0678,0.434,113.172,231173,4
314,david banner ring chris brown,get like me,2008,66,2IBF9lQ9lgVai8LkskI5L7,57,0.609,0.751,1,-4.198,1,0.488,0.00312,0.0,0.228,0.653,60.896,224547,3
315,colbie caillat,realize,2008,67,5OGkKx8jP0A5KSULEc6XYZ,59,0.693,0.594,1,-6.408,1,0.0325,0.13,0.0,0.115,0.192,123.932,244107,4
316,young jeezy ring kanye west,put on,2008,68,5dANgSy7v091dhiPnEXNrf,69,0.654,0.77,9,-6.091,0,0.0353,0.00342,0.0,0.0887,0.272,137.616,321293,4
317,david cook,the time of my life,2008,69,6avyV3xlz2UFeiAUZ0SqyT,54,0.414,0.578,8,-6.383,1,0.0287,0.0541,0.0,0.124,0.281,154.96,216147,3
318,three 6 mafia ring project pat young d  superpower,lolli lolli (pop that body),2008,70,4xWMTkwknjh8FzxNrkwLl6,54,0.89,0.946,2,-5.673,1,0.0489,0.0188,0.000128,0.11,0.872,120.0,251373,4
319,jonas brothers,burnin' up,2008,73,2VEsmoek0sol9MnJFyoG9e,68,0.667,0.954,2,-3.462,1,0.0817,0.0296,0.0,0.331,0.807,114.0,175093,4
320,kanye west,love lockdown,2008,74,1kxeWHF9PrCVZHvVskv8lg,67,0.76,0.524,1,-7.67,0,0.0323,0.0542,0.5,0.112,0.112,119.603,270307,4
322,kanye west,love lockdown,2009,44,1kxeWHF9PrCVZHvVskv8lg,67,0.76,0.524,1,-7.67,0,0.0323,0.0542,0.5,0.112,0.112,119.603,270307,4
324,the-dream,i luv your girl,2008,75,3wkNK8tJZ2stygNJm8RCRD,59,0.723,0.322,8,-9.702,1,0.0341,0.014,0.0,0.119,0.0406,90.063,267867,4
325,david archuleta,crush,2008,76,4wCD0qOFNRu1Q6O3N6ycm4,70,0.57,0.664,0,-4.718,0,0.0322,0.00836,1.2e-05,0.0719,0.487,162.084,213520,4
326,plies ring akon,hypnotized,2008,77,3LN41NUdHkyNqQhi9gExMm,67,0.84,0.571,10,-7.421,1,0.0797,0.16,0.0,0.406,0.617,116.59,188493,4
327,kanye west ring t-pain,good life,2008,79,14blxrgE0VWAgv5aF2wWmx,71,0.439,0.808,1,-6.881,1,0.346,0.00305,0.0,0.439,0.487,82.962,207000,4
328,britney spears,womanizer,2008,80,4fixebDZAVToLbUCuEloa2,75,0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,224400,4
330,britney spears,womanizer,2009,39,4fixebDZAVToLbUCuEloa2,75,0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,224400,4
332,taylor swift,love story,2008,81,1vrd6UOGamcKNGnSHJQlSt,71,0.618,0.741,2,-3.95,1,0.031,0.17,0.0,0.0822,0.296,118.984,235267,4
334,taylor swift,love story,2009,5,1vrd6UOGamcKNGnSHJQlSt,71,0.618,0.741,2,-3.95,1,0.031,0.17,0.0,0.0822,0.296,118.984,235267,4
336,mary j  blige,just fine,2008,82,33vzOPcd9FRirYGlCu32x4,64,0.923,0.795,11,-3.61,0,0.117,0.0394,0.000565,0.101,0.588,123.021,242133,4
337,britney spears,piece of me,2008,83,2EvwLVrnYbCZEG6Kx5DCRy,65,0.769,0.638,11,-5.054,1,0.216,0.0902,0.0,0.0857,0.782,115.007,212107,4
338,rick ross ring t-pain,the boss,2008,84,7FwBtcecmlpc1sLySPXeGE,77,0.527,0.942,1,-5.64,0,0.0366,0.0115,0.0,0.188,0.495,148.723,241307,4
339,kid rock,all summer long,2008,85,5rX6C5QVvvZB7XckETNych,74,0.7,0.864,7,-3.629,1,0.0283,0.0212,0.0,0.0956,0.887,102.997,297587,4
340,trey songz,can't help but wait,2008,86,5k3VjTwIsOjQ2woGz3Yx71,62,0.699,0.699,8,-5.564,0,0.0737,0.358,0.0,0.0912,0.611,94.977,206413,4
341,gavin degraw,in love with a girl,2008,87,3zcmWxxUA7Em7X3IBqZGUo,51,0.439,0.906,3,-4.8,1,0.0439,0.0193,0.0,0.373,0.687,161.905,206000,4
342,keyshia cole,i remember,2008,89,1dObJGQUgJ7tWxJ0byON6W,53,0.422,0.736,5,-4.426,0,0.049,0.203,0.0,0.102,0.303,129.278,260093,4
343,kanye west ring dwele,flashing lights,2008,90,31I3Rt1bPa2LrE74DdNizO,75,0.639,0.628,6,-7.578,0,0.0399,0.0381,0.0,0.386,0.43,90.482,237507,4
344,lil wayne ring bobby valentino  kidd kidd,mrs  officer,2008,91,0EHR9OObFtjlhQB8wSt1m7,66,0.92,0.553,6,-5.068,1,0.191,0.236,0.0,0.0767,0.947,112.022,286907,5
345,miley cyrus,7 things,2008,92,5ecZWU5uQOiCVSnPxBZNmT,65,0.59,0.903,1,-4.478,0,0.0363,0.0232,0.0,0.0786,0.542,107.023,213453,4
346,trace adkins,you're gonna miss this,2008,93,7Efs0OIW6zgQyH7ehKZYpN,63,0.5,0.665,8,-7.157,1,0.0355,0.0237,6.41e-05,0.0994,0.32,154.997,224960,4
347,gavin rossdale,love remains the same,2008,94,5iqk123OZlVkvSiTRiz4p5,46,0.406,0.632,4,-5.115,1,0.0344,0.236,0.0,0.18,0.109,149.258,249440,4
348,daughtry,feels like tonight,2008,95,2tVCFmn2zKg2wGXS1TCIIA,49,0.483,0.907,6,-3.166,1,0.045,0.000822,0.0,0.117,0.352,130.984,238701,4
349,saving abel,addicted,2008,97,3pxCXv0NACYfYnLjFcQW5D,68,0.512,0.864,7,-4.146,1,0.0338,0.000821,0.0,0.0982,0.527,138.018,222827,4
350,santana ring chad kroeger,into the night,2008,98,5NRw5ubJI9f9LkzF5QKogC,63,0.237,0.122,7,-25.619,0,0.0351,0.973,0.792,0.0923,0.0475,63.388,227514,4
351,keyshia cole,heaven sent,2008,99,2E90KUsor4U2abOJGFKtfx,53,0.642,0.742,2,-3.614,0,0.0429,0.0832,0.0,0.0887,0.407,78.858,232880,4
352,2 pistols ring t-pain  tay dizm,she got it,2008,100,11WuptzKtcVfPMYaf5aook,50,0.53,0.745,10,-6.19,0,0.106,0.00436,0.0,0.345,0.269,134.068,274053,4
353,the black eyed peas,boom boom pow,2009,1,7xRNsqOQOgWbHV1nbXnfXN,64,0.867,0.857,9,-5.892,1,0.0663,0.13,0.00171,0.13,0.402,130.048,251440,4
354,lady gaga,poker face,2009,2,4gCAWAeUzhP6xsv5qdaBIt,6,0.851,0.818,4,-4.637,1,0.0789,0.112,2.94e-06,0.0945,0.808,119.006,238907,4
355,lady gaga ring colby o'donis,just dance,2009,3,0xBPjV91mbnauiiOvorI1P,5,0.813,0.74,1,-4.668,0,0.0327,0.0318,1.43e-05,0.166,0.699,118.976,244055,4
356,the black eyed peas,i gotta feeling,2009,4,4vp2J1l5RD4gMZwGFLfRAu,73,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,289133,4
358,the black eyed peas,i gotta feeling,2010,29,4vp2J1l5RD4gMZwGFLfRAu,73,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,289133,4
360,flo rida,right round,2009,6,3GpbwCm3YxiWDvy29Uo3vP,73,0.72,0.672,7,-6.852,1,0.0551,0.009,0.0,0.232,0.705,124.986,204640,4
361,beyonce,single ladies (put a ring on it),2009,8,5R9a4t5t5O0IsznsrKPVro,69,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,193213,4
362,kanye west,heartless,2009,9,4EWCNWgDS8707fNSZ1oaA5,76,0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,0.654,87.999,211000,4
