,Artiste,Titre,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
852,Didier Barbelivien,À toutes les filles,6VR1rolPThMeYmWqFTbdLo,0.579,0.569,9,-9.397,1,0.0421,0.324,0.0,0.0831,0.882,200.657,254800,4
853,Didier Barbelivien,Elle,12XPvJCg9BelTs3xrtmPxs,0.41,0.372,4,-11.074,0,0.0301,0.869,0.0,0.0984,0.431,76.289,194800,4
854,Didier Barbelivien,Les mariés de Vendée,6OiMNVudtY4mZiTVc570wQ,0.738,0.745,7,-8.545,1,0.0316,0.132,0.0,0.134,0.756,101.178,246933,4
855,Didier Lockwood,Les valseuses,4O1ks93HAtHc8FMW85m3Fx,0.823,0.122,9,-18.44,0,0.0572,0.921,0.778,0.104,0.513,109.069,186640,4
856,Didier Lockwood,Happy End,6zwfeO5C7WnkTWgGnIKEUs,0.744,0.849,9,-8.916,0,0.0311,0.271,0.195,0.267,0.839,124.071,267293,4
857,Didier Lockwood,Don't Drive So Fast,3WcN2YptzeQid507cbe3sD,0.355,0.595,0,-9.805,1,0.0442,0.271,4.31e-05,0.356,0.401,156.46,422560,4
858,Didier Sustrac,Tout Seul,5tcep9nbJTwzTgY9jix1TR,0.703,0.541,1,-12.329,1,0.062,0.0139,0.0326,0.0632,0.802,91.503,250067,4
859,Didier Sustrac,Tout seul - Remastered 2020,3L6e0PF1GJYlqguSW2Yajk,0.697,0.67,1,-8.814,1,0.047,0.0184,0.00918,0.0562,0.758,91.491,252328,4
860,Didier Sustrac,Go,0MRpCn8yHjZ0LPhYx4VjmO,0.688,0.608,5,-9.148,0,0.04,0.527,0.49,0.144,0.739,93.91,246400,4
861,Dionysos,Flamme à lunettes,7z9aIwkSaX6ukST8GRzCbg,0.728,0.399,0,-8.189,1,0.0372,0.849,0.0,0.069,0.501,101.928,310480,4
862,Dionysos,I Follow Rivers,6OMWXKGIJtNUtWdRVE925a,0.695,0.517,7,-8.911,1,0.0309,0.598,0.129,0.165,0.337,109.112,195813,4
863,Dionysos,Le jour le plus froid du monde,7rQ41cxzVQlsdWH7R8JOTl,0.62,0.735,9,-4.315,1,0.0346,0.291,6.05e-05,0.581,0.263,94.982,292067,4
864,Disiz La Peste,Qu'ils ont de la chance,5xYNLzZzgN3r6YPcQgNcJD,0.702,0.403,10,-10.31,1,0.0347,0.773,0.000226,0.284,0.438,137.925,282052,4
865,Disiz La Peste,Carré bleu,12P9suCHL42jNYcxRyBez8,0.629,0.473,9,-8.139,0,0.322,0.519,8.87e-06,0.106,0.154,95.735,263725,4
866,Disiz La Peste,Splash,1T4gCNnApeyGgbuFTQSAJd,0.797,0.627,5,-9.142,0,0.259,0.234,0.0172,0.136,0.312,115.073,220955,4
867,The Divine Comedy,Diva Lady - Radio Edit,79nvgklxDtmbt9kEm8WUyi,0.678,0.858,4,-7.967,0,0.0289,0.157,0.00558,0.137,0.931,125.042,257610,4
868,The Divine Comedy,Absent Friends - Radio Edit,13QhhR3nmLE1uSATLPTui0,0.475,0.521,7,-7.648,1,0.0293,0.71,0.00291,0.0801,0.522,130.064,213491,4
869,The Divine Comedy,National Express,6gpMOZp5bvdqgUGVCoSQS3,0.422,0.816,2,-5.048,1,0.0316,0.0167,0.0012,0.156,0.531,90.592,305667,4
870,Diving With Andy,Sugar Sugar,3X1KQLKacJ8QxHM6QhJ0Ia,0.683,0.527,4,-8.013,1,0.0269,0.559,0.0,0.0799,0.816,97.997,226253,4
871,Diving With Andy,Dear,0Urdq3u8tUHaJRTtdkUCqt,0.344,0.207,7,-10.89,0,0.0316,0.81,2.39e-05,0.138,0.0477,113.06,187387,4
872,Diving With Andy,Wasted Time,2f51UzyAS3kSJKwt1ZOwaX,0.266,0.518,4,-5.571,1,0.0292,0.224,0.000259,0.128,0.0471,98.282,183240,4
873,DJ Pacha,ZEBRA,2waGSY6bMEjCD3C1MwEBAg,0.587,0.644,9,-7.747,0,0.03,0.882,0.927,0.111,0.518,129.997,284369,4
874,Dj Naile,Zebra,2eH9hFMUpBPH7VhQTRkMGW,0.859,0.825,9,-1.759,1,0.314,0.0678,0.0,0.167,0.67,139.884,271920,4
875,DJ Stuart,Zebra,7iSaWFmhGsnW59VN34sdcM,0.685,0.713,9,-7.349,0,0.0582,0.00354,0.848,0.306,0.916,177.955,196886,4
876,Django Django,Spirals - MGMT Remix,4ZgLkHuUUulNfMyED9KKjt,0.672,0.666,6,-10.042,0,0.0419,0.0364,0.213,0.13,0.389,131.993,470013,4
877,Django Reinhardt,Minor Swing,0NDjQezJaEC1KX9TfwEfzf,0.58,0.47,9,-8.787,0,0.168,0.933,0.743,0.098,0.738,202.376,196627,4
878,Django Reinhardt,I'll See You in My Dreams,52yEkn1b6BiOZad3x7x6PP,0.765,0.522,5,-12.037,1,0.0339,0.931,0.913,0.102,0.84,112.747,153333,4
879,Doc Gyneco,Passement de jambes,1ZdHO9jSUWXYQlfutlxNeD,0.704,0.741,7,-5.618,1,0.211,0.13,0.0,0.372,0.551,172.694,235800,4
880,Doc Gyneco,Nirvana,7aVlhDQNBEDVye653bUDeF,0.602,0.603,6,-9.835,1,0.149,0.077,0.000229,0.107,0.447,177.054,338133,4
881,Doc Gyneco,Dans ma rue - High for the Chronic !,3DTl0VOkyprQN95ljYlHDj,0.736,0.583,11,-7.977,0,0.0499,0.00215,0.0,0.057,0.529,92.518,241080,4
882,Dolores O'Riordan,Ordinary Day,3XKJ53MxEkEMGhyHBnssHw,0.461,0.768,9,-6.012,0,0.0327,0.000498,0.000161,0.123,0.323,125.061,244627,4
883,Dolores O'Riordan,When We Were Young,1RWBElzalNQd7WZfG4WIOT,0.585,0.851,3,-5.09,0,0.043,0.0136,1.02e-06,0.332,0.732,127.032,203493,4
884,Dolores O'Riordan,Human Spirit,7IMzZomYliTPN4dFFBeJ43,0.446,0.81,9,-6.482,0,0.0361,0.122,0.000416,0.092,0.714,170.01,240600,4
885,Dominic Sonic,Never Learned,7DpvcU28JHCeix1iRW3zHI,0.611,0.715,9,-4.556,0,0.0275,0.00148,1.4e-05,0.135,0.771,128.066,258427,4
886,Dominic Sonic,J'en fais des longueurs,0CGRWHEyiViv9OiDd3ifyl,0.423,0.956,10,-2.992,1,0.084,0.00345,0.00243,0.668,0.38,120.06,180493,4
887,Dominic Sonic,Blush,049rV9WuvHQ2w2AUhAy3XL,0.381,0.838,7,-6.862,1,0.036,2.77e-06,0.38,0.0768,0.648,165.897,199973,4
888,Dominique Marais,A Perceptual Process,4bG7TSO7x8s5eKOjSxMIet,0.359,0.029,8,-26.463,1,0.0361,0.991,0.81,0.0932,0.143,95.152,113821,4
889,Dominique Marais,D-Bus-Y,0Ps06t6y2hfHLsuboMiSgv,0.331,0.0824,1,-25.532,1,0.0365,0.994,0.904,0.0956,0.0576,107.819,170880,3
890,Dominique Charpentier,À l'ombre du figuier,4N1OWWEGVQCKq8tppVEozG,0.153,0.0191,9,-25.451,0,0.0403,0.992,0.939,0.0856,0.0819,59.826,168000,4
891,Dominique Dalcan,Run Around The Block,1nlyYU2Fj1pSgVlniLoMFf,0.192,0.315,10,-19.07,1,0.0382,0.969,0.919,0.0963,0.245,161.6,286400,3
892,Dominique Dalcan,Forward Thinking,6oN55YI6i8BeOrNWcnuNua,0.637,0.745,9,-8.003,1,0.0344,0.023,0.829,0.225,0.358,114.983,97560,4
893,Dominique Dalcan,"Plus je te vois, plus je te veux",2g5647IRqZf1Efo6nrPZwe,0.352,0.759,2,-9.631,1,0.0627,0.0105,0.000507,0.867,0.454,130.787,189267,4
894,Donavon Frankenreiter,Free,2BJy5YrRMhVCqaLNY5cbv2,0.793,0.464,5,-6.624,1,0.0386,0.112,0.0,0.109,0.851,124.994,148600,4
895,Donavon Frankenreiter,It Don't Matter,2UjGyCvayHjGihV3oLhD8a,0.937,0.528,0,-6.305,1,0.0353,0.0952,1.1e-06,0.237,0.766,104.96,186000,4
896,Donavon Frankenreiter,Shine,4X0JEpL31G8J9CxrNRrIFG,0.854,0.732,7,-6.811,1,0.0349,0.276,1.95e-06,0.56,0.55,119.093,194421,4
897,Donna Lewis,I Love You Always Forever,1PEqh7awkpuepLBSq8ZwqD,0.744,0.453,5,-11.977,1,0.0348,0.627,0.421,0.0898,0.122,103.773,239960,4
898,Donna Y. Lewis,McLaughlin Camp Rdw,5GmWy1p9n0koiA7aSZvxxb,0.614,0.121,9,-19.502,1,0.0331,0.234,0.914,0.31,0.387,159.989,169064,4
899,Donna Y. Lewis,Reilly Via Kia,693UVRBJcP7wIJbFoHwzoI,0.675,0.184,9,-21.717,1,0.0344,0.903,0.38,0.099,0.715,90.002,176927,4
900,Donovan,Season of the Witch,6MOEQCtAWNSCmvg3SFKF5y,0.516,0.513,2,-10.762,1,0.0288,0.159,0.00957,0.0612,0.694,99.735,293933,4
901,Donovan Woods,"Portland, Maine",12niARgkwxGsklcEwh6GlG,0.606,0.349,4,-13.967,1,0.0319,0.764,0.306,0.112,0.156,80.071,203870,4
902,Donovan,Sunshine Superman,4RGxUjaCmVtD30pIhtEi7w,0.629,0.677,1,-7.239,1,0.0299,0.122,9.72e-06,0.0962,0.627,132.783,195000,4
903,Benoît Dorémus,Deux dans mon égotrip,3g8iQCo6VuvB6aX5lX4aiN,0.845,0.603,9,-9.721,1,0.0994,0.0776,0.000259,0.13,0.893,105.027,163227,4
904,Benoît Dorémus,J'apprends le métier,40JKBJddy0UnNLIbuT5LJa,0.884,0.529,1,-8.342,1,0.0499,0.215,0.0,0.0871,0.842,95.996,231507,4
905,Benoît Dorémus,Le dauphin triste,0ntf6ZEAu6OPfMmN5VWqDs,0.597,0.581,2,-8.096,1,0.0544,0.302,0.0,0.117,0.527,170.019,213993,4
906,Dragonette,Pick Up The Phone - Arithmatix Remix,3HXGJ8bJV9tjUzsqmUHUjj,0.698,0.929,11,-4.727,0,0.0829,0.00737,0.0263,0.268,0.556,128.005,318165,4
907,Dragonette,Let it Go,1gsI22GH0zHzt1OOr3gHDm,0.625,0.953,10,-3.622,1,0.0407,0.000141,0.00637,0.194,0.684,129.984,212347,4
908,Dragonette,We're All in This Together,0t1vF2FbL94oz8wVrMVKWF,0.581,0.458,11,-9.257,0,0.0368,0.581,0.0,0.106,0.242,78.016,194672,4
909,Driftwood,Lay Like You Do,1jFl89KSSo91RCucLd7hjp,0.564,0.571,10,-8.229,1,0.0361,0.0912,8.48e-06,0.0847,0.77,159.937,200743,4
910,Driftwood,The Sun's Going Down,5TjYqlgmGQnE8GEMfwM4e7,0.454,0.607,0,-6.485,1,0.066,0.456,0.00192,0.066,0.753,159.591,198453,4
911,Driftwood,What You Do to Me,4C3R11ellrwsI5rbAZxxvO,0.545,0.363,0,-8.878,1,0.0228,0.0169,0.0377,0.0956,0.15,78.535,235559,4
912,dryhope,Somewhere Else,0lkLB2B7b4G0fs4i0ouCYn,0.559,0.208,1,-10.964,1,0.0289,0.458,0.734,0.118,0.168,77.115,155844,3
913,dryhope,No Secrets,28UoNpCd13ejnMpPDM4Lbr,0.799,0.333,11,-8.314,0,0.0725,0.803,0.907,0.109,0.355,174.02,115172,4
914,dryhope,Evoke,6s0DisSf7SEZWmXJKh0BdF,0.677,0.229,1,-19.262,1,0.104,0.076,0.912,0.0975,0.0857,77.998,166154,4
915,Dua Lipa,Levitating (feat. DaBaby),463CkQjx2Zk1yXoBuierM9,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4
916,Dua Lipa,Don't Start Now,6WrI0LAC5M1Rw2MnX2ZvEg,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,183290,4
917,Dua Lipa,Break My Heart,017PF4Q3l4DBUiWoXk4OWT,0.73,0.729,4,-3.434,0,0.0883,0.167,1.39e-06,0.349,0.467,113.013,221820,4
918,Duffy,Mercy,78twQ5XCFJMTE37ZSU0gsj,0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.911,219920,4
919,Duffy,Warwick Avenue,2IMIbiJlbi0pIs3FBpKFhS,0.493,0.59,0,-5.814,0,0.0392,0.339,0.0,0.121,0.502,169.908,226387,4
920,Michelle Duffy,Shine a Light,0YmK2XraSa4UQR07q4FQvR,0.749,0.77,9,-4.959,1,0.106,0.467,0.0,0.0651,0.856,111.968,151893,4
921,Duke Ellington,Very Special - Remastered,1eLKRJTsopYSLP7Uo6YwIG,0.59,0.549,7,-9.221,1,0.0255,0.499,0.00244,0.212,0.706,95.355,266133,4
922,George Duke,"Dukey Stick - 12"" Special Disco Version",3f2luryMpTiK6eRiMIku0K,0.764,0.723,4,-10.322,0,0.129,0.134,0.0,0.302,0.816,94.968,484733,4
923,George Duke,"Dukey Stick - 12"" Special Disco Version",5TMOM7Tcui2BGMOnZn7LIA,0.797,0.662,11,-9.837,0,0.118,0.123,2.76e-06,0.286,0.824,95.173,486293,4
924,Duran Duran,Hungry Like the Wolf - 2009 Remaster,39lSeqnyjZJejRuaREfyLL,0.691,0.812,0,-7.772,1,0.0558,0.0433,1.16e-06,0.299,0.685,127.568,220627,4
925,Duran Duran,Hungry Like the Wolf,2qeESyQyH7MRHCBotCQsNq,0.664,0.888,7,-5.161,1,0.067,0.0252,0.0,0.216,0.605,127.369,209547,4
926,Duran Duran,Ordinary World,0wokCRaKD0zPNhMRXAgVsr,0.472,0.652,1,-10.171,0,0.0305,0.0131,1.12e-05,0.14,0.401,140.124,340200,4
927,Eagle-Eye Cherry,Save Tonight,1t2Hq2WIBcZINOEnK6mdJG,0.547,0.693,0,-8.786,1,0.0353,9.24e-05,5.46e-05,0.113,0.583,119.567,239227,4
928,Eagle-Eye Cherry,Save Tonight,6j9ni7NsraofsDmYqIlEdr,0.541,0.7,0,-8.415,1,0.0348,8.86e-05,4.94e-05,0.0976,0.613,119.564,232560,4
929,Eagle-Eye Cherry,Falling In Love Again,08f7nSnPEYMZs8Zr9GWLxn,0.642,0.778,7,-8.186,1,0.0307,0.00891,7.58e-06,0.106,0.607,100.026,209960,4
930,East 17,Stay Another Day,4wYCe9tSmUolNU4WmJKbZy,0.524,0.489,2,-7.828,1,0.0274,0.578,0.000624,0.186,0.443,127.768,267133,4
931,East 17,It's Alright - The Guvnor Mix,0hiUOCWNdPefjaEAjcJ8Cq,0.612,0.934,5,-4.767,0,0.0417,0.0197,0.0,0.12,0.391,129.941,280961,4
932,East 17,"If You Ever (feat. Gabrielle) - Smoove Mix 7""",6fj5hbo327dvmHth4fAs5R,0.549,0.805,0,-5.126,0,0.0352,0.147,0.0,0.342,0.613,140.042,255120,4
933,Ebony Bones!,I See I Say,4L5MW26izYGn6s7jbHtk5w,0.571,0.799,1,-2.819,1,0.12,0.000866,0.271,0.401,0.148,79.985,198193,4
934,Ebony Bones!,W.A.R.R.I.O.R. (Bonus Track),2Vi67eS4nEPByZWRT9sqDj,0.684,0.974,0,-3.772,1,0.272,0.37,8.63e-05,0.627,0.445,135.106,207413,4
935,Amadou & Mariam feat. Ebony Bones,C'est Pas Facile Pour Les Aigles (feat. Ebony Bones),4787RQBCceS2IA1WOTyPVN,0.572,0.858,4,-5.185,1,0.0936,0.0746,0.119,0.521,0.806,133.99,161094,4
936,Ed Sheeran,Perfect,0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,3
937,Ed Sheeran,Shape of You,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4
938,Ed Sheeran,Happier,2RttW7RAu5nOAfq6YFvApB,0.522,0.385,0,-7.355,1,0.0288,0.536,0.0,0.135,0.236,89.792,207520,4
939,Eddy de Pretto,Kid,1EIhcoMZ3See5L28kNvuFe,0.714,0.549,9,-8.279,1,0.172,0.0494,0.0,0.226,0.414,143.906,184840,4
940,Eddy de Pretto,Fête de trop,318bvACza1ThxkbPqajFoe,0.652,0.387,10,-8.793,1,0.0976,0.123,0.0,0.136,0.442,139.716,156853,4
941,Eddy de Pretto,Random,5DRTbXA6iQ502o8hNLuNu3,0.51,0.596,7,-6.993,0,0.448,0.584,0.0,0.0924,0.461,79.146,250600,4
942,Eddy Louiss,I Remember Clifford,3dEZfNpiomuKCNReJnFljp,0.547,0.382,0,-8.104,0,0.0428,0.93,0.795,0.148,0.154,101.9,381587,4
943,Eddy Louiss,Blind Man,1Zk4daomj0YYBa6aK5XRoK,0.741,0.333,9,-15.42,0,0.0531,0.118,0.862,0.126,0.801,82.923,368653,4
944,Eddy Louiss,Rachid - Live,6kk3vk6eaEFvFZTG2F1u3o,0.401,0.272,9,-12.942,1,0.0406,0.952,0.873,0.905,0.164,79.094,455493,1
945,Eddy Mitchell,Toujours un coin qui me rappelle,6rKoPHtyDwNwHsZFFRCZqr,0.595,0.543,0,-6.043,1,0.0477,0.56,8.57e-06,0.0364,0.811,74.76,204828,4
946,Eddy Mitchell,Couleur menthe à l'eau,5UDBaewYdibGlhSh4ojlwU,0.513,0.304,9,-10.977,0,0.0367,0.765,0.0,0.136,0.247,142.754,210093,4
947,Eddy Mitchell,La même tribu - Version 2,4zOq5CQ2PohoAaGPiBrOr8,0.662,0.493,8,-8.213,1,0.0955,0.188,3.12e-06,0.0885,0.551,90.061,210964,4
948,Edwyn Collins,A Girl Like You,6XOINCZBv8Q7RXgNNiTwIN,0.619,0.781,5,-7.455,0,0.0393,0.0243,0.000286,0.402,0.533,126.267,236583,4
949,Edwyn Collins,The Magic Piper (Of Love),3zcpi0blxOLxMy2emwgiRM,0.795,0.688,5,-11.004,1,0.0442,0.161,0.152,0.195,0.813,110.217,228692,4
950,Edwyn Collins,A Girl Like You,5M93uXbmseKDBIGbIazLq2,0.619,0.781,5,-7.455,0,0.0393,0.0243,0.000286,0.402,0.533,126.267,236583,4
951,Eiffel 65,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,2yAVzRiEQooPEJ9SYx11L3,0.822,0.969,7,-11.471,0,0.0582,0.259,0.000162,0.39,0.765,128.007,283748,4
952,Eiffel 65,Blue - Flume Remix,0chpQTaECrCZBusarf71Ql,0.743,0.701,7,-3.907,0,0.0886,0.434,0.0075,0.249,0.659,134.987,166667,4
953,Eiffel 65,Blue (Da Ba Dee) - Gabry Ponte Video Edit,7lMIJ4EFWRVoAIPDpeGyM3,0.829,0.965,7,-11.498,0,0.0598,0.227,0.000122,0.466,0.729,127.999,219618,4
954,El Chulo,Tu Estas en Mi,5G5hEb3J8VlI5Iu2fRfUDw,0.85,0.905,8,-4.947,0,0.255,0.196,1.22e-05,0.104,0.738,120.118,224000,4
955,Mr Black El Presidente,El Serrucho,7aggjK7OqZJrnHAy36au6r,0.947,0.958,10,-4.146,1,0.171,0.0404,0.0,0.0916,0.801,115.983,203781,4
956,El Chulo,Hay Que Joderse,5725AXnRJW87rDqUUnowCU,0.626,0.737,11,-5.299,1,0.327,0.223,0.0,0.298,0.757,89.765,197387,4
957,Elbow,One Day Like This,6H3S7yQjHn3ErG9o6v7qBs,0.433,0.666,10,-6.102,1,0.0287,0.093,0.0,0.141,0.382,159.369,394173,4
958,Elbow,Grounds for Divorce,6gCeQ6xJs2tYdLRzCPxeTZ,0.523,0.764,2,-5.069,0,0.027,0.417,2.96e-06,0.566,0.629,91.975,219453,4
959,Elbow,Grounds for Divorce,6HwPhEQoUxqCjhR2xUUpOG,0.523,0.764,2,-5.086,0,0.027,0.418,2.96e-06,0.54,0.628,91.976,219453,4
960,Electric Guest,Dollar,0z4zZNViQ01puQOlAFGGUy,0.799,0.58,0,-8.152,0,0.0891,0.47,0.000183,0.154,0.601,95.039,208747,4
961,Electric Guest,Oh Devil,1kcfGBb6kSrGqNIMW7rAlB,0.903,0.532,7,-7.188,0,0.0593,0.122,0.0345,0.176,0.701,96.991,217587,4
962,Electric Guest,Dear To Me,4hh1lvWiUaLMOcVXhyK6TA,0.73,0.573,1,-7.009,1,0.0375,0.0508,0.0472,0.062,0.6,117.692,241480,4
963,Cage The Elephant,Cigarette Daydreams,2tznHmp70DxMyr2XhWLOW0,0.635,0.675,2,-3.445,1,0.0263,0.0801,0.0,0.0831,0.273,113.946,208760,4
964,Cage The Elephant,Ain't No Rest for the Wicked,3Pzh926pXggbMe2ZpXyMV7,0.634,0.849,0,-7.075,1,0.105,0.0438,0.0,0.363,0.919,156.004,175493,4
965,Cage The Elephant,Trouble,5n0CTysih20NYdT2S0Wpe8,0.47,0.623,0,-5.655,1,0.0302,0.392,0.000453,0.0992,0.298,77.861,225973,4
966,Elephanz,The Catcher in the Rye,2bZNwQvu1GQn0DvytrSwUx,0.676,0.514,6,-8.201,0,0.0432,0.522,0.000167,0.0967,0.301,121.297,245747,4
967,Elephanz,Maryland,2VXhNd2IzaR9ZtndCUq7hu,0.732,0.728,5,-4.266,0,0.0308,0.00357,1.26e-06,0.0713,0.828,102.377,198413,4
968,Elephanz,L'histoire à l'envers,1wMvKcdXhOB1CxqO0Hvg2Q,0.738,0.621,10,-8.765,0,0.0486,0.179,0.0596,0.153,0.649,96.036,246627,4
969,"Eli ""Paperboy"" Reed",99 Cent Dreams (feat. Big Daddy Kane),5keWBVVglRYPXfjA4JTcVR,0.636,0.603,0,-11.15,1,0.317,0.619,4.43e-06,0.0834,0.456,111.068,215308,4
970,"Eli ""Paperboy"" Reed",Come And Get It,3IuyhZHRxIP3LAmCkqRkWm,0.629,0.775,4,-4.755,0,0.0502,0.00593,0.0,0.122,0.802,114.219,211587,4
971,"Eli ""Paperboy"" Reed",Your Sins Will Find You Out,7q25HHKW7FK0zydG2TuJrv,0.396,0.862,6,-1.524,1,0.0395,0.301,0.124,0.281,0.833,147.564,210627,4
972,Elisapie,Wolves Don't Live by the Rules (feat Joe Grass),79r3EaZ8M7kEGPy7Tc1KxA,0.59,0.459,10,-13.056,1,0.0311,0.879,0.19,0.163,0.444,128.754,158117,4
973,Linn Elisabet,Uncommitting - Mixed,2zxT463W2Rh4wci16ETjkc,0.744,0.959,9,-10.831,0,0.0778,0.00388,0.791,0.324,0.303,127.007,83147,4
974,Linn Elisabet,Charioteers - Mixed,4Ui6D6ghuqtxx9mOfVZXiA,0.644,0.683,11,-10.742,0,0.035,0.000174,0.939,0.237,0.187,128.003,90000,4
975,Elisa Tovati,Il nous faut - Regi Remix,6UP36frs3J9B2liQfKYJE4,0.697,0.7,1,-4.764,1,0.0299,0.529,0.0,0.0972,0.579,99.942,166753,4
976,Elisa Tovati,Elle a fait un bébé toute seule,2yfPh8sMV07YWlxR3nPTf5,0.742,0.574,5,-5.943,1,0.0864,0.323,0.0,0.241,0.41,99.021,199907,4
977,Elisa Tovati,Bye-bye mon ange,6zc2rXa5Gsq1LYy0syelOA,0.62,0.358,7,-10.519,0,0.0525,0.928,0.00011,0.295,0.321,80.774,195920,4
978,Eliza Doolittle,Skinny Genes - Slugz & Joe London Mix,7uKOd5acVJr4Tr9h3UWGbS,0.672,0.574,1,-7.338,0,0.181,0.00422,0.00415,0.145,0.343,140.022,331813,4
979,Eliza Doolittle,Rollerblades - Radio Edit,2L1be6XK4nsBcm84Pu8gvE,0.895,0.459,5,-6.942,1,0.042,0.177,1.99e-06,0.101,0.825,117.989,182733,4
980,Eliza Doolittle,Pack Up,4ts9cN0txsGKxzoAvMQVpq,0.672,0.809,11,-5.704,1,0.0595,0.325,0.0,0.337,0.88,133.038,191027,4
981,Elliott Murphy,A touch of kindness,5z3y1q45lS6A7DZkImXhzr,0.608,0.494,4,-7.821,1,0.0281,0.188,1.81e-06,0.0763,0.519,86.834,322240,4
982,Elliott Murphy,Like Gerard Depardieu Do,1WmUpFvHt4dxo4yZHxEWtW,0.425,0.798,0,-9.063,1,0.32,0.6,0.0,0.36,0.516,88.755,56000,3
983,Elliott Murphy,What the Fuck Is Going On,6zJpKxn0qbasU1rWBByib7,0.413,0.847,0,-6.842,0,0.0735,0.00564,0.000133,0.65,0.423,139.991,325250,4
984,Elmer Food Beat,Daniela,1XeTkG4QdxJMbGYqbtGdGC,0.68,0.826,4,-5.671,1,0.0289,0.0724,1.49e-05,0.255,0.928,114.249,152267,4
985,Elmer Food Beat,Marie à la mer,41Ysg1YuvJfMj7K1ISecyk,0.551,0.957,7,-3.675,1,0.0417,0.0371,9.88e-06,0.512,0.847,141.305,236000,4
986,Elmer Food Beat,Nathalie et moi (Je suis Charlie),7f6C66ufdLwMX8B8teIxXv,0.51,0.917,11,-4.299,1,0.0377,0.0066,0.0177,0.128,0.575,91.463,169274,4
987,Élodie Frégé,La ceinture - Radio Edit,2HwQeoD5TPQvakAJ4uSN06,0.451,0.381,9,-9.0,0,0.0298,0.613,6.38e-06,0.167,0.412,95.253,213533,4
988,Élodie Frégé,Parce que je t’aime,0xVpFwIqVjlcx9QQfl9WvJ,0.751,0.359,11,-13.725,0,0.0349,0.858,0.0411,0.0876,0.561,100.027,334787,4
989,Élodie Frégé,"Un jour, mon prince viendra",1GoXEJHLIRtEaplMUFeykZ,0.299,0.261,2,-9.474,1,0.0299,0.827,1.55e-06,0.076,0.119,132.094,167067,4
990,Elsa Greeve,Catastrophically in love with you,4CVtPhfKMyA8ST6ZQhJvZY,0.212,0.00749,2,-29.575,0,0.0352,0.996,0.931,0.0761,0.0985,71.061,177250,4
991,Elsa Pelling,Fortified Heart,4nr0dChikzW0GQM7m1e0r8,0.32,0.207,0,-15.32,1,0.0477,0.708,0.792,0.114,0.0638,179.514,201747,3
992,Elsaveer,Anything Can Be,43rgJwC0nHNlkJmWq77kA5,0.369,0.00235,1,-27.997,1,0.0626,0.995,0.973,0.11,0.212,74.695,140255,4
993,Elvis Costello & The Attractions,Pump It Up,0JgMHia55MBfhfqZIRi3kF,0.644,0.814,11,-6.036,1,0.0385,0.00933,0.000617,0.107,0.965,138.999,196680,4
994,Elvis Costello,Alison,1v98rfd0an913AzHvMNG8a,0.557,0.32,1,-10.792,0,0.0438,0.739,3.99e-05,0.112,0.377,176.647,204533,4
995,Elvis Costello,Veronica,5zHgT1ibsBrSOEnQwZapto,0.63,0.757,0,-6.731,1,0.0359,0.128,4.9e-05,0.355,0.737,153.989,189507,4
996,Mohammad Elyasi,Norouz Khani Behshahr Mazandaran,4nHHXdBkujzdBWHKEnpdsz,0.644,0.047,2,-15.231,1,0.383,0.996,0.0102,0.199,0.77,89.161,145347,4
997,Elyas Khan,Cook the Ocean,2MC4iudwe2ZpeqDWXn3lW8,0.594,0.886,2,-5.083,0,0.0361,0.0188,2.25e-06,0.16,0.335,112.064,191760,4
998,Elyas Khan,Ruin These Streets - Gentlemen & Assassins / Lastelle Remix,6dcX1GVpgIZS6AYIxu1QAo,0.666,0.58,2,-8.041,0,0.0586,0.441,0.0267,0.0819,0.591,141.969,227644,4
999,Emeli Sandé,Next To Me,1Xsxp1SEOxuMzjrFZhtw8u,0.674,0.81,7,-5.117,0,0.0378,0.0923,4.74e-05,0.11,0.391,94.995,196867,4
1000,Emeli Sandé,"Read All About It, Pt. III",0FRcdft6ABgbT1fX6smwkm,0.634,0.44,2,-7.186,1,0.025,0.82,4.08e-06,0.0926,0.337,98.047,285242,4
1001,Emeli Sandé,Clown,0EGVOnw876hry5JOK0ZaeV,0.459,0.255,7,-8.118,1,0.0383,0.916,0.000407,0.113,0.229,118.933,221173,4
1002,Emilíana Torrini,Gollum's Song,0mQ1btcyqFDvTpaCFs04cR,0.125,0.164,7,-14.239,1,0.0361,0.905,0.0283,0.0903,0.0377,80.453,351333,3
1003,Emilíana Torrini,Sunny Road,5dcfP0DYH5SDeizgbHZop6,0.611,0.148,4,-15.944,0,0.039,0.919,0.00266,0.125,0.335,83.78,184533,4
