,Artiste,Titre,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
3167,Shawn Colvin,Sunny Came Home,4mOxpj82q6n3EO7HBZCelX,0.554,0.58,11,-8.05,0,0.0322,0.344,0.00842,0.0989,0.402,167.83,264200,4
3168,Shawn Colvin,"This Must Be The Place (Naive Melody) - Live at the Bottom Line, NYC, NY - August 1993",130O0GAaK3XboUB7lw7kv0,0.507,0.106,6,-15.474,1,0.0323,0.803,2.06e-05,0.668,0.22,88.682,241493,4
3169,Shawn Colvin,Never Saw Blue Like That,2YclJQ2i87EGkPcaQKbPbt,0.439,0.174,4,-12.149,1,0.0348,0.912,1.48e-06,0.0981,0.323,143.405,278240,4
3170,Sheila Chandra,Ever So Lonely / Eyes / Ocean,6PeTYB1Wiv5ijg46xkPBdE,0.134,0.0888,5,-17.322,1,0.0433,0.826,0.0,0.0818,0.18,78.012,204960,3
3171,Sheila Chandra,Sacred Stones,3Kij3gbe7n1gUmlTbgqo69,0.226,0.145,9,-14.562,1,0.0363,0.851,0.0948,0.097,0.167,72.764,331773,4
3172,Sheila Chandra,Om Namaha Shiva,6HgQfyZH3gr5NAtrF1rvr3,0.325,0.065,2,-16.193,1,0.0455,0.785,0.0,0.0732,0.431,129.216,176400,3
3173,Sheryl Crow,All I Wanna Do,3ZpQiJ78LKINrW9SQTgbXd,0.82,0.528,9,-11.179,1,0.0321,0.111,0.0186,0.257,0.931,120.091,272107,4
3174,Sheryl Crow,If It Makes You Happy,5XrfFo0JFOnWD9ZMNXGkQh,0.543,0.681,7,-7.091,1,0.0289,0.0482,8.43e-05,0.104,0.292,95.415,323400,4
3175,Sheryl Crow,Soak Up The Sun,215JYyyUnrJ98NK3KEwu6d,0.717,0.733,4,-4.985,1,0.0427,0.0398,0.0,0.136,0.713,119.996,292307,4
3176,Shivaree,Goodnight Moon,5jQPDVjgSGnNYl8G3H3qul,0.743,0.674,2,-7.683,1,0.0323,0.361,8.93e-05,0.0696,0.829,112.906,243777,4
3177,Shivaree,Goodnight Moon,3XpJO7x4y6MLdwo5QU2sA8,0.743,0.678,9,-7.772,0,0.0313,0.283,0.000158,0.068,0.809,112.911,244293,4
3178,Shivaree,I Close My Eyes,4JPeVUqOXjeIKGryGDjdU3,0.741,0.634,2,-8.666,0,0.0271,0.0306,0.000427,0.328,0.547,126.762,235987,4
3179,Sia,Together,5id3Rqn7SPj1LX4FfY4nGz,0.521,0.877,7,-5.444,1,0.0683,0.0132,0.0806,0.0929,0.199,180.007,205208,4
3180,Sia,Chandelier,2s1sdSqGcKxpPr5lCl7jAV,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120,5
3181,Sia,Cheap Thrills,3S4px9f4lceWdKf0gWciFu,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,4
3182,Willard Sianna,Motives,5XR39nTycp29cmM1NN73J2,0.591,0.26,1,-22.814,1,0.0422,0.00196,0.762,0.116,0.0725,75.02,161025,4
3183,Willard Sianna,Prelives,5xhSnR9oFd6YrMsuRjJvs0,0.539,0.0118,4,-33.363,1,0.0455,0.989,0.845,0.108,0.146,72.035,158922,3
3184,Willard Sianna,Unguards,5WItjLAYl3mzd3I5hnSAOh,0.707,0.105,9,-21.188,1,0.042,0.811,0.000305,0.177,0.0864,144.057,162970,3
3185,Simple Minds,Don't You (Forget About Me),3fH4KjXFYMmljxrcGrbPj9,0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,263040,4
3186,Simple Minds,Alive And Kicking,2x5IXUFOcvvBUtEpnCBNlp,0.572,0.913,0,-4.26,1,0.0362,0.0753,1.5e-05,0.128,0.561,103.265,289453,4
3187,Simple Minds,Don't You (Forget About Me),5WcgyrRpiccMZxu1DO6VTP,0.638,0.858,2,-5.527,1,0.031,0.127,0.00105,0.333,0.743,111.12,260733,4
3188,Simple Plan,Welcome to My Life,714Lw0m2SmCEhKSPw0Dn8J,0.421,0.858,1,-4.535,1,0.0963,0.0134,0.0,0.067,0.491,173.255,206773,4
3189,Simple Plan,Perfect,4j3X4KX8rURekAVIFUhI23,0.494,0.672,3,-4.877,1,0.0405,0.0273,0.0,0.105,0.557,156.208,277027,4
3190,Simply Red,Holding Back the Years - 2008 Remaster,1yg7fwwYmx9DQ2TdXUmfpJ,0.707,0.514,9,-8.885,0,0.0281,0.58,0.000159,0.0953,0.524,86.035,269840,4
3191,Simply Red,If You Don't Know Me by Now - 2008 Remaster,7DFawVSjI88xR9mjnWwURg,0.638,0.352,10,-9.266,1,0.0268,0.492,0.0,0.105,0.204,94.173,204000,3
3192,Simply Red,Open up the Red Box,7z9sNOBYMWVzEKWlghaERx,0.912,0.583,2,-6.857,1,0.0349,0.22,3.14e-05,0.465,0.96,105.237,236360,4
3193,Dylan Sinclair,Home,5LZSk6y5ZVFMv9Y85DhzwC,0.468,0.384,0,-11.317,1,0.0485,0.751,0.0383,0.1,0.079,93.742,207447,3
3194,Dylan Sinclair,Get Away,3oxYijLe8fwWcIuiItyHI4,0.873,0.334,0,-10.75,1,0.0659,0.546,0.000275,0.113,0.454,115.963,215378,4
3195,Bob Sinclair,"World, Hold On",6P3TrUT5OBuyrBYGrHo525,0.734,0.941,8,-2.549,0,0.0965,0.0548,2.24e-05,0.187,0.624,127.002,200400,4
3196,Sinéad O'Connor,Nothing Compares 2 U,3nvuPQTw2zuFAVuLsC9IYQ,0.511,0.574,5,-7.016,1,0.0273,0.0425,2.33e-05,0.105,0.161,119.917,280040,4
3197,Sinéad O'Connor,All Apologies,1SquBBWJ2qIUAt6GiKZpsq,0.743,0.0262,4,-27.691,1,0.0363,0.91,0.0241,0.0878,0.333,100.053,157733,4
3198,Sinéad O'Connor,Last Day of Our Acquaintance,1SQJoU0N3uVIcoJy9PjJFB,0.337,0.169,3,-12.592,1,0.035,0.252,4.19e-06,0.132,0.299,82.438,278880,4
3199,Singtank,Can You Hear Me,2uxBIj7dE2obKBA2h9Sxj4,0.504,0.813,5,-5.773,1,0.0411,0.0535,5.92e-05,0.397,0.637,188.172,251947,4
3200,Singtank,Suspicious Minds,1qxrIPLeUjYTCmEazOpHpS,0.631,0.585,0,-7.802,1,0.0386,0.102,0.00275,0.113,0.237,99.999,200173,4
3201,Singtank,Can You Hear Me,21l5SJQdl0y9qIiOK0pCJh,0.504,0.813,5,-5.773,1,0.0411,0.0535,5.92e-05,0.397,0.637,188.172,251947,4
3202,Sinik,Bienvenue chez les bylkas,4dWR4PFw9WbkUrTmLmdeDB,0.627,0.869,1,-4.176,0,0.227,0.0505,0.0,0.661,0.885,98.662,242533,4
3203,Sinik,Une époque formidable,63Mv2ORJ7QmKRuZ8bUWCiv,0.74,0.863,9,-5.332,1,0.296,0.156,0.0,0.106,0.893,93.956,282201,4
3204,El Siniko,Disculpe Señorita,2pH17FMdd5FTPYDj9C9iWI,0.772,0.582,5,-8.382,1,0.404,0.835,0.0,0.0841,0.608,175.269,219324,4
3205,Sinsémilia,Tout le bonheur du monde,2jY4XzyntBSe2ns2EwA2pL,0.693,0.729,2,-7.544,0,0.0659,0.207,0.0,0.0818,0.749,100.029,229427,4
3206,Sinsémilia,Reggae Addicts Connection,64qvjcDlYvXoJN7PCEb5Uw,0.811,0.78,10,-6.408,0,0.0459,0.0883,0.0,0.0776,0.967,98.027,256507,4
3207,Sinsémilia,Je préfère 100 fois - 30 ans,3rHACAX4oLVVdUGxhmsfdp,0.704,0.527,9,-7.005,0,0.0583,0.86,2.67e-05,0.104,0.315,118.102,271733,4
3208,Siouxsie and the Banshees,Spellbound,5Ng6UbryNd3eds2zQk9MUf,0.415,0.853,7,-11.098,1,0.038,0.0107,0.000499,0.536,0.302,148.494,197013,4
3209,Siouxsie and the Banshees,Halloween,3lM9UdOYvDIs5PSY8aBEl2,0.223,0.91,7,-7.097,1,0.0801,0.0118,0.000518,0.212,0.364,171.766,221467,4
3210,Siouxsie and the Banshees,Dear Prudence,34tFidHrETMAjsiK87WVVW,0.426,0.9,5,-4.393,1,0.047,0.012,0.000735,0.69,0.42,101.492,228200,4
3211,Skip the Use,Nameless World,4mKCiWwPxQw45GSM2iRcRW,0.695,0.776,2,-3.798,0,0.0361,0.00324,2.21e-05,0.127,0.706,126.035,199947,4
3212,Skip the Use,Ghost,2IWiKNZVc4uoiCl3QT3p3z,0.681,0.875,6,-4.272,0,0.0659,0.323,0.0,0.347,0.883,97.996,188533,4
3213,Skip the Use,Damn Cool,4QjK0ypdnS8svTlDQEbnGy,0.642,0.596,3,-7.15,1,0.033,0.00487,0.000369,0.0983,0.406,140.111,203027,4
3214,Skunk Anansie,Hedonism (Just Because You Feel Good),625QR3rZtbYlpKm2JisGab,0.563,0.536,10,-9.488,1,0.0286,0.0874,0.000105,0.164,0.312,81.094,207360,4
3215,Skunk Anansie,Search And Destroy,5TccWm78J1s1DJtpDjNXc0,0.389,0.771,3,-7.749,0,0.0403,4.85e-05,0.632,0.111,0.357,151.954,264293,4
3216,Skunk Anansie,Secretly,0dw3ZgJ3h4ICWxGsoaz4dm,0.495,0.567,6,-8.127,1,0.0492,0.144,4.58e-05,0.278,0.306,86.844,285693,4
3217,Skye Baird,Just Because,7iPyN8KKPycEdDIDvtvUdJ,0.168,0.032,7,-30.525,1,0.0427,0.958,0.823,0.128,0.0742,71.611,171000,4
3218,Skye,VOICES (feat. XXXTENTACION),2Yr2BzqNDpIh0YQcnFqM09,0.678,0.672,0,-5.688,1,0.0302,0.00959,0.0,0.0868,0.625,136.933,155993,4
3219,Justine Skye,Know Myself,0d8anwJJGti8jE79Y4tXUD,0.78,0.495,5,-7.454,0,0.0466,0.44,0.00122,0.165,0.529,100.043,167493,4
3220,Sliimy,Womanizer - Demo,3sDt2ZXRlO2QDEs4eSeWUJ,0.614,0.405,11,-8.945,0,0.0618,0.519,0.0,0.18,0.399,127.669,166013,4
3221,Sliimy,Wake Up,0WJAU6Psau5kWcmflgWJlK,0.747,0.76,7,-7.064,1,0.0354,0.0749,0.0,0.226,0.927,108.031,189107,4
3222,Sliimy,Womanizer - Demo,1h4sH7Fv6ocQTIzP6XI8Wl,0.607,0.435,11,-7.352,0,0.0597,0.655,0.0,0.12,0.413,127.823,162707,4
3223,Slimane,À fleur de toi,4JY1FSA7txTVKWJWkHrUo2,0.593,0.27,0,-7.515,0,0.0538,0.633,0.0,0.125,0.243,88.745,204120,4
3224,Slimane,Viens on s’aime,1KSFqVqZm5QQXr9FLsppSL,0.621,0.792,0,-5.028,0,0.037,0.151,1.83e-06,0.077,0.375,109.045,201107,4
3225,Slimane,Nous deux,4sus2E6y4UfUF4PqiCG8Ed,0.571,0.734,6,-6.006,0,0.039,0.339,0.0,0.107,0.597,97.009,216813,4
3226,Sly Johnson,EVRBDD (Everybody Dancin'),1D2rHumulfhNONqwzTEYov,0.7,0.788,1,-4.034,1,0.25,0.334,0.0398,0.121,0.813,92.285,198280,4
3227,Sly Johnson,All the Time,6ceKPDRbXoycQ0NZOHCqkZ,0.559,0.726,6,-4.695,1,0.1,0.262,0.000354,0.149,0.687,75.276,219827,4
3228,Sly Johnson,EVRBDD (Everybody Dancin') [Shash'U PWRFNK Remix],3hPctXgBVyFJxfYoxCfldb,0.745,0.811,8,-6.935,0,0.27,0.206,6.47e-06,0.254,0.722,115.008,175715,4
3229,Smaïn.B,Quartier maudit,1hShN4DIjY3yIzZMbomQZS,0.592,0.722,11,-4.869,0,0.392,0.0832,0.0,0.138,0.673,145.917,280064,4
3230,Smaina,Oliva,1motmNXfhemIpdrvVRzsHl,0.648,0.753,7,-5.065,0,0.0956,0.791,0.0,0.162,0.749,134.019,210031,4
3231,Smaina,Wayaga,6KPD8IIYwMKL5Trwn1dfDe,0.747,0.872,3,-6.28,0,0.0468,0.256,0.000848,0.0833,0.956,126.951,194161,4
3232,The Smashing Pumpkins,1979 - Remastered 2012,5QLHGv0DfpeXLNFo7SFEy1,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,266200,4
3233,The Smashing Pumpkins,Bullet With Butterfly Wings - Remastered 2012,6GtX0jaNL8IjVQfrDBx81z,0.404,0.72,10,-9.18,0,0.0623,5.59e-05,0.836,0.0466,0.475,121.864,258467,4
3234,The Smashing Pumpkins,Cherub Rock - Remastered 2011,3ow0TQVttXQF8rLckmXgRx,0.382,0.867,9,-7.426,1,0.0399,5.91e-06,0.581,0.196,0.453,87.309,298253,4
3235,Smith & Burrows,Wonderful Life,2l9HDZnaCCaPxhL4fPWScK,0.735,0.57,2,-8.91,1,0.0471,0.81,0.000824,0.0907,0.53,115.019,262867,4
3236,Smith & Burrows,All The Best Moves,39g0rzYZEvLTpL8FgdAp8f,0.631,0.785,1,-7.571,0,0.0427,0.279,0.0,0.115,0.637,90.974,203767,4
3237,Smith & Burrows,When the Thames Froze,12AKv7982HuojQZhygZCm6,0.455,0.421,0,-9.071,1,0.0265,0.82,0.00163,0.0869,0.382,79.167,304680,4
3238,Snow Patrol,Chasing Cars,11bD1JtSjlIgKgZG2134DZ,0.563,0.592,9,-4.571,1,0.0276,0.209,5.08e-05,0.132,0.136,104.016,267933,4
3239,Snow Patrol,Open Your Eyes,55fg1bDXyNUsY2KaSMNFpA,0.518,0.798,7,-6.386,1,0.0307,0.000762,0.000863,0.101,0.046,130.972,341267,4
3240,Snow Patrol,Run,6kesIBNAY17BoAz28pnWMC,0.371,0.64,9,-6.02,0,0.0301,0.000464,4.43e-05,0.168,0.197,74.537,354547,4
3241,Soko,We Might Be Dead by Tomorrow,4miKDdaWW78mKwx6TIvOa0,0.39,0.151,7,-16.492,1,0.0389,0.966,0.000897,0.119,0.0827,143.421,161413,4
3242,Soko,Holographic - Instrumental,0RXgyYzbR6Ii8YhhPHiF2R,0.737,0.434,6,-7.787,0,0.0589,0.0158,0.893,0.154,0.308,94.989,50526,4
3243,Sokoninaru,掌で踊る,0MfWpTp3GrJ51bNxLanyy1,0.516,0.915,3,-1.719,0,0.178,0.00166,0.00402,0.209,0.536,107.061,194920,4
3244,Somaya,Safe,2EGhBERtho5xqUnXiu8LgS,0.58,0.399,10,-9.234,1,0.0263,0.385,0.0,0.135,0.251,137.943,203997,4
3245,Marcelo Somaré,Kiana!,086uuR1HOf46JGVvEaQhK8,0.687,0.537,1,-9.564,0,0.0378,0.0654,0.0161,0.121,0.563,95.001,133660,4
3246,Somali Yacht Club,Up in the Sky,0eXfZ0Tq12ErDNOJFnhZRm,0.203,0.554,2,-6.56,0,0.0351,6.83e-05,0.697,0.0611,0.16,95.006,492494,4
3247,Son Of Dave,Shake a Bone,4GVIoldV96FaVh3CzrkCPN,0.863,0.388,1,-17.066,1,0.318,0.301,0.293,0.313,0.962,149.114,184813,4
3248,Son Of Dave,Voodoo Doll,1gmg3WqgPn2Dt8R7z3Wpp6,0.863,0.296,7,-17.054,1,0.366,0.219,0.78,0.453,0.684,155.353,189027,4
3249,Son Of Dave,Devil Take My Soul,4F2r5tc0M3WgqsnU4oDsZd,0.769,0.424,7,-12.392,0,0.0795,0.552,0.0133,0.141,0.727,91.018,256187,4
3250,Songer,What's Offline,7ljbfR4ItMBmaqZ2oVvVri,0.648,0.63,5,-11.941,0,0.193,0.181,0.0,0.11,0.631,155.048,213708,4
3251,Songe,Opening Theme (From Gravity Falls),6J4haq0yalPcYfwkHFPA8M,0.56,0.401,2,-15.401,0,0.0331,0.787,0.85,0.0855,0.266,77.984,81346,5
3252,Songe,"Gwyn, Lord of Cinder",7qb8U4v5EaGGGZdNRBmmHy,0.462,0.491,2,-12.93,0,0.0325,0.0057,0.884,0.0922,0.0404,120.052,233625,3
3253,Sophie Mac,Delilah,3IG6TYgKNNe8rUvVlXhReu,0.668,0.131,10,-16.221,1,0.0444,0.947,0.0133,0.0988,0.175,99.259,141987,4
3254,Sophie Delila,Cold War,4BSWK4actffDacFOE4h6kI,0.578,0.853,11,-4.965,0,0.0826,0.276,0.0,0.0975,0.149,108.018,201493,4
3255,Sophie Delila,Bound To Fall,4uvNWhaDlMlI2DkMHeP0Oh,0.552,0.801,1,-5.185,1,0.0384,0.505,0.0,0.121,0.746,155.976,219867,4
3256,Sophie Ellis-Bextor,Murder On The Dancefloor - Radio Edit,14PbhGTCaHCXDvZzfTWumU,0.737,0.858,1,-5.387,0,0.0346,0.00229,1.81e-05,0.162,0.908,117.313,216453,4
3257,Sophie Ellis-Bextor,Murder On The Dancefloor,49V9zIYjlx176tGoQxcIBy,0.735,0.848,1,-5.285,0,0.0308,0.00312,1.15e-05,0.313,0.864,117.317,230013,4
3258,Sophie Ellis-Bextor,Murder On the Dance Floor,4LrOmj6MoxMdCLf2zJnkq0,0.731,0.842,1,-5.299,0,0.0299,0.00269,1.45e-05,0.313,0.864,117.301,232707,4
3259,Sophie Hunger,Le vent nous portera,5TuICc3rZeDaNP7mpRqlFj,0.544,0.152,4,-17.995,0,0.028,0.91,0.256,0.11,0.075,90.863,226184,4
3260,Sophie Hunger,There Is Still Pain Left - Laolu Remix,0SrGfQS8tME1evNBTJPNVn,0.725,0.621,8,-10.117,0,0.0426,0.0682,0.272,0.071,0.187,115.996,495971,4
3261,Sophie Hunger,Walzer Für Niemand,0dbAQrdzFyDRxrakzN4a6O,0.361,0.0946,5,-15.369,1,0.0438,0.982,0.00121,0.0998,0.134,177.219,148566,3
3262,Sophie Zelmani,Always You,2g8LOXiL02vQp9ARwwTzjt,0.611,0.342,7,-11.964,1,0.0295,0.8,2.36e-05,0.363,0.447,97.825,169840,4
3263,Sophie Zelmani,I'll Remember You,4Led8v9xCu9XxAi6LWl6nB,0.558,0.107,3,-17.375,1,0.0316,0.893,0.00692,0.112,0.336,115.139,196000,4
3264,Sophie Zelmani,Going Home,79I6CgoOGfGiRFJtXYWZde,0.574,0.581,10,-13.112,1,0.0325,0.349,0.855,0.16,0.767,78.462,249333,4
3265,Black Soprano Family,It's Over,08woiP6gTMbDuKIhhBb6qT,0.454,0.911,9,-6.847,0,0.443,0.0202,0.0,0.117,0.661,78.561,199747,1
3266,Black Soprano Family,Da Mob,1KYlTMnqNI4xZmtW9n1xBJ,0.579,0.707,8,-5.501,1,0.437,0.228,0.0,0.369,0.768,77.99,224683,4
3267,Black Soprano Family,Quarantine,0QGARDuVxkG5DNulR5Xn8W,0.57,0.831,8,-7.723,1,0.352,0.552,0.0,0.404,0.733,145.257,166571,4
3268,Soul II Soul,Back To Life,7vvRkLPIvfjjmCIqNxBuEZ,0.817,0.485,7,-11.659,1,0.143,0.0525,0.00021,0.0391,0.672,100.978,228267,4
3269,Soul II Soul,Back To Life (However Do You Want Me),7ELuWpsuVCRBnOR9ZAZKDp,0.819,0.611,7,-7.428,1,0.129,0.0673,7.7e-05,0.0477,0.653,101.001,232133,4
3270,Soul II Soul,Keep On Movin',7upgDi9C0pQn9HZzGfksJq,0.673,0.386,6,-16.149,0,0.0642,0.0264,0.000521,0.0414,0.673,93.139,361627,4
3271,Jordin Sparks,No Air (feat. Chris Brown),1jUA4rb6ZCv4gby4YU53xq,0.466,0.759,8,-4.978,0,0.199,0.0521,0.0,0.0587,0.328,160.033,264373,4
3272,Jordin Sparks,Battlefield,1Nme6K1PYAh7p7uygyuRdf,0.613,0.634,2,-3.472,1,0.0339,0.0178,0.0,0.0719,0.37,144.953,241348,4
3273,Jordin Sparks,Tattoo,3Ui2jdyxbZQrZohfM0NOgG,0.566,0.766,2,-5.036,1,0.0399,0.431,0.0,0.101,0.547,168.005,233467,4
3274,Sporto Kantès,Slits,0h6C2via979KOyZJ0k2gfJ,0.89,0.8,9,-3.292,1,0.044,0.254,0.000753,0.09,0.92,122.978,150160,4
3275,Sporto Kantès,Whistle,24QxtpzKvvROLeTnaY0OQQ,0.685,0.81,9,-4.444,1,0.0903,0.215,0.0,0.0834,0.937,87.459,174547,4
3276,Sporto Kantès,Lee,2xcykRaFePYH4N1xYbB8hM,0.801,0.863,1,-4.271,1,0.0674,0.354,0.000323,0.0538,0.731,122.009,176293,4
3277,Stacey Kent,Les eaux de mars,32FfL5hpFQdweMkxg8Z55o,0.736,0.276,1,-12.762,1,0.0438,0.868,1.22e-05,0.0985,0.622,139.801,218190,4
3278,Stacey Kent,La vénus du mélo,7tk8lPTwBw2CYefi2QWR2d,0.798,0.345,2,-12.805,1,0.0484,0.763,1.65e-06,0.115,0.486,124.164,227377,4
3279,Stacey Kent,Ces petits riens,1f5RkzhoRnzCO6AzMhkhdY,0.574,0.392,10,-13.092,1,0.056,0.771,0.000356,0.119,0.618,149.137,201057,4
3280,Starmania,I Will Survive - Karaoke Version,34Cpp3glADqysjuKhsuRR5,0.622,0.793,9,-5.934,0,0.0386,0.0129,0.000413,0.379,0.639,117.08,194920,4
3281,La troupe de Starmania,Ouverture (Live) - 2009 Remaster,6PxOr5XdJQv7uqgQNJDOMw,0.522,0.824,10,-9.957,1,0.0594,0.215,0.894,0.362,0.225,104.057,119560,5
3282,Starsailor,Way to Fall,5CyKO0xcyDqexTfvQLwufF,0.328,0.337,2,-11.001,0,0.0279,0.215,9.64e-05,0.117,0.206,140.594,269973,3
3283,Starsailor,Four to the Floor - Thin White Duke Mix,3sz7XSdKLxDrUHTCX8tbu8,0.66,0.74,9,-6.856,1,0.0345,0.00139,0.0879,0.0907,0.62,123.003,280489,4
3284,Starsailor,Born Again - Radio Edit,7BUjk8O4ZbnW2YRSETaWE6,0.373,0.674,0,-7.381,1,0.0256,0.014,0.0,0.12,0.375,87.984,284787,4
3285,Stéfi Celma,Maison de Terre,1XedF27U0z8kU7wADlR6Sr,0.724,0.353,2,-10.687,0,0.0421,0.915,0.00369,0.11,0.679,137.927,178159,4
3286,Stephan Eicher,Déjeuner en paix,0dCPnMWp7gvxNt2QXKm9uo,0.643,0.825,11,-5.478,0,0.0428,0.0632,1.75e-06,0.0984,0.602,126.045,236573,4
3287,Stephan Eicher,Né un ver,57HO04zc4agbSOVUFTRuGe,0.835,0.472,2,-8.687,1,0.0349,0.822,0.00123,0.141,0.644,110.07,125517,4
3288,Stephan Eicher,Pas D'Ami (Comme Toi) - Edit,254pjsb2iyIJuZvWTcgfcs,0.643,0.653,9,-6.675,1,0.0336,0.0726,5.95e-05,0.128,0.593,122.06,207707,4
3289,Stereophonics,Maybe Tomorrow,6SXy02aTZU3ysoGUixYCz0,0.495,0.653,7,-6.769,0,0.0361,0.217,0.000458,0.334,0.571,80.897,272947,4
3290,Stereophonics,Dakota,3qaSqrrevBrb84xl5JlptU,0.506,0.93,4,-3.499,1,0.0675,0.129,0.00682,0.0931,0.305,146.994,297427,4
3291,Stereophonics,Have A Nice Day,6JWddKPdqvDc2WkPEi9grC,0.508,0.826,1,-4.088,0,0.0405,0.018,0.0,0.28,0.404,120.854,205067,4
3292,Steven Wilson,Drive Home,4kZbYkUuDHyphD71bPMYL1,0.447,0.343,2,-11.625,1,0.0311,0.0419,0.329,0.102,0.0777,123.904,457250,4
3293,Steven Wilson,KING GHOST,51axzGJV4JySUO5irpQAPv,0.499,0.485,2,-12.348,1,0.0509,0.221,0.503,0.0578,0.167,188.046,246027,4
3294,Steven Wilson,Pariah,7CcaktZZsdb8AWPdhDM38f,0.497,0.213,6,-13.199,0,0.0317,0.102,0.112,0.21,0.0412,135.03,286225,4
3295,Stevie Wonder,Superstition - Single Version,1h2xVEoJORqrg71HocgqXd,0.633,0.634,8,-12.115,1,0.0725,0.038,0.0064,0.0385,0.872,100.499,245493,4
3296,Stevie Wonder,"Signed, Sealed, Delivered (I'm Yours)",2eF8pWbiivYsYRpbntYsnc,0.675,0.597,5,-11.329,1,0.0337,0.0534,0.0,0.0986,0.828,108.875,161160,4
3297,Stevie Wonder,Sir Duke,4pNiE4LCVV74vfIBaUHm1b,0.588,0.568,6,-9.766,1,0.0672,0.16,0.0,0.0792,0.952,106.938,232760,4
3298,Sting,Fields Of Gold,0I1DJdLt9BKOb7GWmWxCjo,0.651,0.339,2,-11.917,1,0.0246,0.372,0.0141,0.0739,0.32,103.996,222120,4
3299,Sting,Shape Of My Heart,6CKoWCWAqEVWVjpeoJXyNH,0.537,0.373,6,-10.081,0,0.0331,0.691,0.000915,0.083,0.244,83.936,279227,4
3300,Sting,Silent Night (Christmas Is Coming),4Fri6nT5qBgJy33jufr109,0.707,0.691,7,-5.889,1,0.157,0.0803,0.0,0.255,0.862,80.011,153210,4
3301,Stromae,Alors on danse,70DyDpbFlz2ftUlGTH314J,0.802,0.623,1,-7.957,0,0.0717,0.0972,0.00787,0.0737,0.737,119.954,207973,4
3302,Stromae,Papaoutai,1QFw2xxyQtgKjlrMCEqsNj,0.734,0.809,10,-7.264,0,0.0839,0.0266,0.0,0.0642,0.254,116.022,232147,4
3303,Stromae,tous les mêmes,1GC1MIaRMW3kfVK9VyD5Ii,0.701,0.637,5,-9.061,0,0.166,0.223,0.00219,0.279,0.647,109.959,210933,4
3304,Stuck in the Sound,Let’s Go,1XsN9Flu0VvZpXmrkBtZGt,0.486,0.623,11,-5.07,0,0.0309,0.0097,3.4e-05,0.178,0.275,89.454,211453,4
3305,Stuck in the Sound,Toy Boy,0vTRJ32D1tg11WnXc0CIq9,0.458,0.924,2,-3.632,1,0.0553,0.000867,0.0365,0.153,0.494,158.067,265000,4
3306,Stuck in the Sound,Brother,3wPaWjDMa3WXOlO5yNNCKC,0.617,0.697,3,-5.055,1,0.0332,0.0004,0.0124,0.112,0.19,117.548,198813,4
3307,J-Alex Stylee,"Si Me Tocan Esta Play, Si Bailo - Guaracha, Aleteo, Zapateo, Tribal, House",1em725YNxISJ79QoT5ruUE,0.637,0.723,1,-4.694,1,0.126,0.433,0.082,0.69,0.462,130.168,194978,4
3308,Anthony Stylee,Una Mujer Como Tu,1dcWtXTwCP4xgO9xXE5C32,0.865,0.662,1,-6.845,1,0.239,0.0917,0.0,0.0433,0.669,90.173,198000,4
3309,Alberto Stylee,Te Imagino,2RQnsXfNDcg2CvlSRSxJi9,0.883,0.577,10,-7.873,0,0.116,0.139,0.0,0.0822,0.945,95.934,202054,4
3310,Xavier Suarez,Un camino solitario,02zHAnnS0XhFyJxhCC449I,0.62,0.132,2,-17.312,0,0.0496,0.95,0.912,0.117,0.46,92.914,189238,4
3311,Susan Suarez,Always Remember Us This Way,6dTnMa9af6WkwGh9Ci1Ocf,0.568,0.155,0,-16.252,1,0.0682,0.995,0.944,0.0864,0.117,117.046,207250,4
3312,Xavier Suarez,Cuantas Amantes,009thiR2SWpG6jXqXYX2AT,0.754,0.169,4,-14.999,0,0.054,0.965,0.872,0.114,0.422,93.952,152784,4
3313,Suede Silver,Spooky Chills,7h0xWEwU4RqW71tLLT4Gj5,0.708,0.497,2,-8.098,1,0.0297,0.554,0.000129,0.0989,0.766,122.963,162084,4
3314,The London Suede,Beautiful Ones,3Ou1mqDzxITX0WsdYgsS5x,0.536,0.982,8,-5.004,0,0.0372,0.0472,0.0,0.422,0.856,99.101,229745,4
3315,MoneySign Suede,BACK TO THE BAG,3CEq25wswQlcpZwuBy0ZU8,0.91,0.485,8,-6.499,1,0.315,0.526,0.0,0.14,0.392,100.004,155016,4
3316,The Sugarhill Gang,Rapper's Delight,0FWhGmPVxLI6jOVF0wjALa,0.9,0.845,11,-7.306,0,0.257,0.465,0.0,0.0724,0.914,111.187,427360,4
3317,The Sugarhill Gang,Apache,4UCkX8nrBlpxjrrEqtb46a,0.827,0.928,7,-7.266,1,0.133,0.332,0.0,0.0576,0.261,115.023,373293,4
3318,The Sugarhill Gang,Rapper's Delight,6uvwazq5PsHxftSMFGuQRS,0.914,0.754,2,-9.669,1,0.254,0.0717,0.0,0.0441,0.827,111.69,234453,4
